종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"005725","넥센우","KOSPI",,"2980","-5","-0.17","2985","2985","2980","1177","3508605","10729788000","3600600"
"002350","넥센타이어","KOSPI",,"7700","50","0.65","7600","7700","7330","227200","1714272310","752042652900","97667877"
"002355","넥센타이어1우B","KOSPI",,"2940","-10","-0.34","2945","2945","2930","2331","6852275","19110000000","6500000"
"089140","넥스턴","KOSDAQ","벤처기업부","18800","850","4.74","17900","19000","17700","249926","4649110800","222714576000","11846520"
"065170","넥스트BT","KOSDAQ","중견기업부","1465","20","1.38","1440","1465","1415","236151","341762080","127449270385","86996089"
"003580","넥스트사이언스","KOSPI",,"6600","120","1.85","6350","6610","6150","1128648","7280950740","217378781400","32936179"
"137940","넥스트아이","KOSDAQ","중견기업부","1415","50","3.66","1355","1435","1345","791561","1112886455","109119384795","77116173"
"348210","넥스틴","KOSDAQ","기술성장기업부","73300","800","1.10","70600","73300","70200","74926","5420688500","700997220000","9563400"
"041140","넥슨지티","KOSDAQ","중견기업부","13100","-150","-1.13","13050","13500","13050","156154","2072485900","463390518200","35373322"
"217270","넵튠","KOSDAQ","중견기업부","26150","0","0.00","25800","26300","25400","148822","3869672400","828636545300","31687822"
"225570","넷게임즈","KOSDAQ","벤처기업부","13350","-450","-3.26","13550","13650","13000","345801","4586852750","385160409450","28850967"
"251270","넷마블","KOSPI",,"121000","-1500","-1.22","121000","123500","120500","204017","24812753500","10392266379000","85886499"
"317860","노드메이슨","KONEX","일반기업부","11500","100","0.88","13100","13100","11500","11","135750","43254467000","3761258"
"104620","노랑풍선","KOSDAQ","중견기업부","26200","-1300","-4.73","27250","30350","26050","1066372","29759567200","124860030000","4765650"
"090350","노루페인트","KOSPI",,"9380","-70","-0.74","9450","9580","9380","125969","1190328240","187600000000","20000000"
"090355","노루페인트우","KOSPI",,"12000","-300","-2.44","12300","12350","12000","5566","67332500","5557512000","463126"
"000320","노루홀딩스","KOSPI",,"11800","0","0.00","11700","11900","11650","11352","134015350","156835581800","13291151"
"000325","노루홀딩스우","KOSPI",,"15950","-250","-1.54","16200","16200","15950","758","12208000","2954737500","185250"
"194700","노바렉스","KOSDAQ","우량기업부","42550","2050","5.06","40400","43400","40050","204570","8701413050","383109137000","9003740"
"285490","노바텍","KOSDAQ","벤처기업부","35800","1150","3.32","34750","36450","34250","159469","5679209400","359950527200","10054484"
"229500","노브메타파마","KONEX","일반기업부","25950","1100","4.43","25100","26000","24300","5947","151460950","232586398650","8962867"
"278650","노터스","KOSDAQ","중견기업부","27500","50","0.18","27300","27800","27050","66469","1822573200","209532620000","7619368"
"006280","녹십자","KOSPI",,"381000","-3500","-0.91","376500","386500","374500","191542","72880349500","4452570978000","11686538"
"144510","녹십자랩셀","KOSDAQ","중견기업부","115200","6600","6.08","106300","117000","106300","887321","101188332500","1215827020800","10554054"
"031390","녹십자셀","KOSDAQ","벤처기업부","43800","-250","-0.57","43700","44400","43350","89772","3943014600","555437260800","12681216"
"142280","녹십자엠에스","KOSDAQ","중견기업부","10500","-100","-0.94","10400","10550","10050","61119","635821600","221731471500","21117283"
"234690","녹십자웰빙","KOSDAQ","중견기업부","12500","100","0.81","12250","12550","12250","54505","678095400","221903450000","17752276"
"005250","녹십자홀딩스","KOSPI",,"37050","150","0.41","36350","37400","36150","254701","9383247700","1742395180500","47028210"
"005257","녹십자홀딩스2우","KOSPI",,"91000","0","0.00","92800","93400","90000","3811","349553800","76985090000","845990"
"065560","녹원씨엔아이","KOSDAQ","중견기업부","5770","0","0.00","0","0","0","0","0","99593806250","17260625"
"004370","농심","KOSPI",,"281500","-3500","-1.23","282500","284500","280500","21863","6164908500","1712263723000","6082642"
"072710","농심홀딩스","KOSPI",,"75300","100","0.13","74900","75600","74600","2706","202581600","349225587000","4637790"
"054050","농우바이오","KOSDAQ","우량기업부","12600","0","0.00","12400","12650","12350","80572","1008923850","201985068600","16030561"
"040160","누리텔레콤","KOSDAQ","벤처기업부","7450","30","0.40","7310","7460","7210","28666","211328930","89813735750","12055535"
"069140","누리플랜","KOSDAQ","벤처기업부","7200","50","0.70","7000","7250","6950","80471","572831810","51139749600","7102743"
"126870","뉴로스","KOSDAQ","투자주의환기종목(소속부없음)","2835","-125","-4.22","2850","2950","2800","2428916","6924250485","101037616785","35639371"
"060260","뉴보텍","KOSDAQ","벤처기업부","1425","15","1.06","1410","1455","1385","187228","266400075","47643093750","33433750"
"012340","뉴인텍","KOSDAQ","벤처기업부","4030","5","0.12","3980","4065","3960","309417","1246666785","121079343060","30044502"
"214870","뉴지랩","KOSDAQ","중견기업부","11800","50","0.43","11700","11800","11500","194887","2261004250","352859459200","29903344"
"270870","뉴트리","KOSDAQ","우량기업부","28950","300","1.05","28250","28950","28000","64962","1864079200","263827834800","9113224"
"144960","뉴파워프라즈마","KOSDAQ","우량기업부","6220","80","1.30","6050","6260","6040","194733","1203347480","271768121280","43692624"
"900100","뉴프라이드","KOSDAQ","투자주의환기종목(소속부없음)","717","0","0.00","0","0","0","0","0","89790577527","125230931"
"085670","뉴프렉스","KOSDAQ","중견기업부","1970","-20","-1.01","1990","1990","1920","54755","107572115","43427300550","22044315"
"119860","다나와","KOSDAQ","우량기업부","33950","0","0.00","33850","34100","33400","26588","900979700","443890206900","13074822"
"064260","다날","KOSDAQ","우량기업부","8460","-270","-3.09","8630","8670","8450","6498317","55358036380","583308878400","68949040"
"093640","다믈멀티미디어","KOSDAQ","벤처기업부","3040","35","1.16","2990","3050","2930","335858","1005496380","39948263040","13140876"
"039560","다산네트웍스","KOSDAQ","중견기업부","10800","0","0.00","10600","10800","10500","295235","3165545500","378972734400","35090068"
"058730","다스코","KOSPI",,"4990","10","0.20","4930","5000","4930","24926","124093095","76846000000","15400000"
"023590","다우기술","KOSPI",,"26050","-400","-1.51","25950","26300","25900","138202","3603075000","1168775372850","44866617"
"032190","다우데이타","KOSDAQ","우량기업부","12800","-50","-0.39","12700","12850","12600","79887","1015418250","490240000000","38300000"
"323350","다원넥스뷰","KONEX","일반기업부","23000","1900","9.00","21000","24000","21000","104","2192000","16790000000","730000"
"068240","다원시스","KOSDAQ","우량기업부","18850","-250","-1.31","18700","19000","18700","86224","1622570550","510164071950","27064407"
"086080","다이노나","KONEX","일반기업부","3840","-15","-0.39","3750","3895","3715","19012","71889100","126455370240","32931086"
"271850","다이오진","KONEX","일반기업부","2175","75","3.57","2300","2300","2005","878","1767450","6792525000","3123000"
"343090","단디바이오","KONEX","일반기업부","5700","200","3.64","5600","5870","5430","8487","47477020","31112452500","5458325"
"019680","대교","KOSPI",,"4085","-55","-1.33","4110","4140","4070","133472","546283015","346011142250","84702850"
"019685","대교우B","KOSPI",,"2630","20","0.77","2605","2635","2590","32098","83915670","51092983700","19426990"
"006370","대구백화점","KOSPI",,"9310","40","0.43","9300","9420","9100","16381","152011160","100749198410","10821611"
"008060","대덕","KOSPI",,"6900","100","1.47","6780","6900","6750","139902","956925670","233842035000","33890150"
"00806K","대덕1우","KOSPI",,"7980","-20","-0.25","8060","8130","7920","4349","34643800","9674608860","1212357"
"353200","대덕전자","KOSPI",,"14300","150","1.06","13800","14500","13800","633886","9006586000","706662027500","49416925"
"35320K","대덕전자1우","KOSPI",,"9150","-30","-0.33","9100","9170","9010","7847","71450980","19173998850","2095519"
"178600","대동고려삼","KONEX","일반기업부","4120","220","5.64","3900","4120","3900","799","3116490","18332352000","4449600"
"000490","대동공업","KOSPI",,"8820","40","0.46","8800","8850","8600","316827","2779717940","209282812200","23728210"
"020400","대동금속","KOSDAQ","중견기업부","9350","50","0.54","9200","9390","9200","11561","107642310","27000537300","2887758"
"008830","대동기어","KOSDAQ","중견기업부","3755","25","0.67","3690","3800","3690","7963","29651430","33748137600","8987520"
"048470","대동스틸","KOSDAQ","중견기업부","5560","110","2.02","5440","5560","5410","114454","629928970","55600000000","10000000"
"008110","대동전자","KOSPI",,"5620","-50","-0.88","5540","5700","5520","18232","102261940","58956312140","10490447"
"004780","대륙제관","KOSDAQ","우량기업부","5480","170","3.20","5250","5490","5250","252581","1369220660","87149530520","15903199"
"005750","대림B&Co","KOSPI",,"5460","30","0.55","5420","5500","5380","17638","96380080","91030430400","16672240"
"001880","대림건설","KOSPI",,"32350","-150","-0.46","32150","32400","31800","33412","1071069600","713423737400","22053284"
"017650","대림제지","KOSDAQ","우량기업부","12500","100","0.81","12400","12500","11500","36654","451730500","112500000000","9000000"
"006570","대림통상","KOSPI",,"3970","70","1.79","3845","3990","3845","6445","25178940","60443250000","15225000"
"007720","대명소노시즌","KOSDAQ","우량기업부","1505","-35","-2.27","1510","1555","1505","1562238","2378174830","151704677250","100800450"
"317850","대모","KOSDAQ","벤처기업부","4955","10","0.20","4945","4990","4880","14731","72620520","41247501100","8324420"
"290670","대보마그네틱","KOSDAQ","벤처기업부","34450","-250","-0.72","34050","34700","33950","20054","686233200","255510482500","7416850"
"078140","대봉엘에스","KOSDAQ","우량기업부","10000","-50","-0.50","10000","10100","9890","25916","258385800","110865790000","11086579"
"001680","대상","KOSPI",,"25200","-200","-0.79","25250","25250","25000","121266","3045816950","873130230000","34648025"
"001685","대상우","KOSPI",,"17200","-200","-1.15","17400","17400","17200","2893","49954800","23567835600","1370223"
"084690","대상홀딩스","KOSPI",,"9900","40","0.41","9780","9900","9730","52097","511538050","358504126200","36212538"
"084695","대상홀딩스우","KOSPI",,"8210","-150","-1.79","8230","8400","8120","4106","33662850","7499687220","913482"
"036480","대성미생물","KOSDAQ","중견기업부","18400","400","2.22","17850","18700","17800","33909","617350500","69920000000","3800000"
"128820","대성산업","KOSPI",,"4085","35","0.86","3965","4115","3950","194268","782534100","184786927630","45235478"
"117580","대성에너지","KOSPI",,"5340","0","0.00","5340","5350","5280","17533","93222940","146850000000","27500000"
"025440","대성엘텍","KOSDAQ","중견기업부","1295","-5","-0.38","1275","1305","1265","1437903","1852973655","130252839185","100581343"
"027830","대성창투","KOSDAQ","중견기업부","3240","-40","-1.22","3210","3475","3160","12811191","42600878400","129600000000","40000000"
"104040","대성파인텍","KOSDAQ","벤처기업부","2700","-40","-1.46","2645","2720","2640","2070644","5552416175","84513458700","31301281"
"016710","대성홀딩스","KOSPI",,"28700","200","0.70","28150","28750","28000","39955","1129819100","461767473300","16089459"
"332290","대신밸런스제7호스팩","KOSDAQ","SPAC(소속부없음)","2115","5","0.24","2125","2125","2090","1474","3114505","11008575000","5205000"
"336570","대신밸런스제8호스팩","KOSDAQ","SPAC(소속부없음)","2100","-5","-0.24","2100","2100","2080","18","37660","11781000000","5610000"
"369370","대신밸런스제9호스팩","KOSDAQ","SPAC(소속부없음)","2095","5","0.24","2095","2095","2095","581","1217195","8819950000","4210000"
"020180","대신정보통신","KOSDAQ","중견기업부","1860","75","4.20","1785","1860","1745","585244","1056857690","71477781900","38428915"
"003540","대신증권","KOSPI",,"14500","-250","-1.69","14600","14650","14400","95913","1392493550","736214300000","50773400"
"003547","대신증권2우B","KOSPI",,"11100","0","0.00","11100","11100","11000","28493","315268250","111000000000","10000000"
"003545","대신증권우","KOSPI",,"11800","50","0.43","11700","11800","11600","141337","1651776500","306800000000","26000000"
"045390","대아티아이","KOSDAQ","우량기업부","5370","10","0.19","5280","5640","5270","3165865","17333399980","382083673140","71151522"
"009190","대양금속","KOSPI",,"3930","-5","-0.13","3935","4030","3870","372954","1477158005","116194140270","29565939"
"108380","대양전기공업","KOSDAQ","우량기업부","16200","50","0.31","15850","16250","15800","19879","320045000","154990794600","9567333"
"006580","대양제지","KOSDAQ","우량기업부","3260","0","0.00","0","0","0","0","0","87531000000","26850000"
"014160","대영포장","KOSPI",,"2620","135","5.43","2435","2650","2425","12302706","31627319195","283993718380","108394549"
"047040","대우건설","KOSPI",,"6100","-110","-1.77","6070","6210","6060","2863040","17544938300","2535298091800","415622638"
"009320","대우부품","KOSPI",,"2695","-5","-0.19","2650","2700","2635","263209","705079770","128406980625","47646375"
"042660","대우조선해양","KOSPI",,"26250","-100","-0.38","26200","26250","25800","203006","5292929350","2816380061250","107290669"
"003090","대웅","KOSPI",,"35200","550","1.59","34850","35600","34250","307471","10770597600","2046597696000","58141980"
"069620","대웅제약","KOSPI",,"131500","1000","0.77","130500","133500","128000","388211","50749544000","1523634612500","11586575"
"007680","대원","KOSDAQ","우량기업부","9380","-140","-1.47","9340","9500","9310","11515","108335660","113810644780","12133331"
"000430","대원강업","KOSPI",,"4350","35","0.81","4315","4370","4220","1409972","6086513480","269700000000","62000000"
"048910","대원미디어","KOSDAQ","우량기업부","12200","-350","-2.79","12250","12750","12050","1145956","14159350600","153463141200","12578946"
"005710","대원산업","KOSDAQ","우량기업부","6750","160","2.43","6510","6750","6420","78630","524328270","135253800000","20037600"
"006340","대원전선","KOSPI",,"1585","15","0.96","1540","1590","1535","827202","1303544560","112561892695","71016967"
"006345","대원전선우","KOSPI",,"2600","15","0.58","2620","2620","2585","3104","8070290","6815120000","2621200"
"003220","대원제약","KOSPI",,"16550","-100","-0.60","16250","16650","16150","53681","878966200","351270820650","21224823"
"024890","대원화성","KOSPI",,"2750","95","3.58","2870","3000","2660","30287149","85956248030","113435168000","41249152"
"290380","대유","KOSDAQ","중견기업부","15800","-100","-0.63","15600","16000","15350","60578","955643550","149221520000","9444400"
"002880","대유에이텍","KOSPI",,"1140","-20","-1.72","1135","1150","1130","798919","909111195","121884225180","106915987"
"290120","대유에이피","KOSDAQ","중견기업부","7160","10","0.14","7130","7170","7050","23318","165916880","77934974680","10884773"
"000300","대유플러스","KOSPI",,"829","5","0.61","821","830","815","519278","428087632","98613800283","118955127"
"120240","대정화금","KOSDAQ","우량기업부","27450","-650","-2.31","28100","28850","27350","97636","2729187650","197376232950","7190391"
"003310","대주산업","KOSDAQ","중견기업부","2275","-45","-1.94","2270","2310","2250","845482","1930037415","80517596250","35392350"
"114920","대주이엔티","KONEX","일반기업부","1000","0","0.00","0","0","0","0","0","3469500000","3469500"
"078600","대주전자재료","KOSDAQ","벤처기업부","43050","150","0.35","42000","43950","41800","332912","14396325700","662438074200","15387644"
"012800","대창","KOSPI",,"1945","-15","-0.77","1915","1955","1900","1518682","2937556100","177268270555","91140499"
"015230","대창단조","KOSPI",,"7040","60","0.86","6970","7050","6920","29157","203588710","100574249600","14286115"
"096350","대창솔루션","KOSDAQ","중견기업부","444","3","0.68","440","447","433","1272371","558710495","72709887996","163761009"
"140520","대창스틸","KOSDAQ","중견기업부","2995","45","1.53","2920","3010","2880","896955","2647378060","59900000000","20000000"
"131220","대한과학","KOSDAQ","벤처기업부","13800","-50","-0.36","13550","13850","13550","42768","587020450","102871962000","7454490"
"010170","대한광통신","KOSDAQ","우량기업부","3470","0","0.00","3440","3540","3385","415649","1446308740","255883438750","73741625"
"060900","대한그린파워","KOSDAQ","중견기업부","1835","25","1.38","1780","1860","1750","3703934","6695573370","281281709225","153287035"
"054670","대한뉴팜","KOSDAQ","중견기업부","11300","-100","-0.88","11350","11550","11200","65032","735403050","162210596000","14354920"
"001070","대한방직","KOSPI",,"41900","-50","-0.12","42350","42450","40000","8444","352933000","222070000000","5300000"
"023910","대한약품","KOSDAQ","우량기업부","36800","250","0.68","36100","37600","35900","67562","2474557150","220800000000","6000000"
"006650","대한유화","KOSPI",,"326000","500","0.15","320000","334000","318000","57314","18732864500","2119000000000","6500000"
"001440","대한전선","KOSPI",,"985","25","2.60","960","990","956","10500275","10279589879","843625913865","856473009"
"084010","대한제강","KOSPI",,"13550","200","1.50","13300","13600","13100","106815","1432621200","333963245700","24646734"
"001790","대한제당","KOSPI",,"22500","150","0.67","22150","22500","22150","26738","595728050","201817305000","8969658"
"001795","대한제당우","KOSPI",,"18100","50","0.28","17900","18200","17900","6168","110976800","11733795600","648276"
"001130","대한제분","KOSPI",,"146500","1500","1.03","144000","146500","143000","3634","525933500","247585000000","1690000"
"003490","대한항공","KOSPI",,"29000","-50","-0.17","28750","29000","28150","1461184","42055310200","5052081677000","174209713"
"003495","대한항공우","KOSPI",,"40500","-300","-0.74","40100","41000","40000","9763","395124650","44987157000","1110794"
"005880","대한해운","KOSPI",,"3465","-50","-1.42","3470","3525","3400","3877088","13467129880","846399326850","244271090"
"003830","대한화섬","KOSPI",,"137000","7500","5.79","128500","140000","128000","2743","371515000","181936000000","1328000"
"016090","대현","KOSPI",,"2105","-30","-1.41","2110","2125","2085","277214","582424095","93214262550","44282310"
"069460","대호에이엘","KOSPI",,"2530","-45","-1.75","2580","2615","2505","324545","827084740","68651142670","27134839"
"021040","대호피앤씨","KOSDAQ","중견기업부","828","11","1.35","817","828","810","202085","165920395","60537419928","73112826"
"021045","대호피앤씨우","KOSDAQ","중견기업부","1250","5","0.40","1240","1250","1240","5444","6754200","5303082500","4242466"
"067080","대화제약","KOSDAQ","우량기업부","12650","-50","-0.39","12550","12650","12300","54654","682774250","235500622500","18616650"
"298540","더네이쳐홀딩스","KOSDAQ","중견기업부","57700","-600","-1.03","57900","58000","57100","34669","1995687900","419613325600","7272328"
"192080","더블유게임즈","KOSPI",,"57600","-200","-0.35","57200","57800","56800","33690","1929895900","1058371315200","18374502"
"299170","더블유에스아이","KOSDAQ","중견기업부","2930","45","1.56","2850","3000","2810","127925","374859805","85667231590","29237963"
"035290","더블유에프엠","KOSDAQ","투자주의환기종목(소속부없음)","1305","0","0.00","0","0","0","0","0","47272202550","36223910"
"012510","더존비즈온","KOSPI",,"102000","-500","-0.49","101500","102500","101000","67621","6866539000","3088609470000","30280485"
"302920","더콘텐츠온","KONEX","일반기업부","8590","0","0.00","8590","8590","8590","580","4982200","39104763810","4552359"
"213420","덕산네오룩스","KOSDAQ","우량기업부","42850","250","0.59","41850","43800","41750","225772","9699947150","1028829014200","24010012"
"317330","덕산테코피아","KOSDAQ","우량기업부","18350","-100","-0.54","18000","18500","17950","72449","1322034200","337225803800","18377428"
"077360","덕산하이메탈","KOSDAQ","중견기업부","13000","50","0.39","12500","13150","12450","190850","2454387400","295340513000","22718501"
"004830","덕성","KOSPI",,"11750","250","2.17","11300","11800","11300","1065321","12373397300","184240000000","15680000"
"004835","덕성우","KOSPI",,"17750","-300","-1.66","17700","18100","17500","80415","1427713650","24708000000","1392000"
"090410","덕신하우징","KOSDAQ","우량기업부","1395","-20","-1.41","1390","1420","1380","479711","671503465","64287312525","46084095"
"024900","덕양산업","KOSPI",,"2975","10","0.34","2910","3025","2900","198363","587370205","96880815500","32564980"
"263600","덕우전자","KOSDAQ","우량기업부","8780","-10","-0.11","8680","8780","8580","118286","1026247870","139868121800","15930310"
"194480","데브시스터즈","KOSDAQ","벤처기업부","89000","6400","7.75","82500","90200","81300","426533","37394383000","998968930000","11224370"
"348840","데이드림엔터","KONEX","일반기업부","18500","2400","14.91","18500","18500","18500","1","18500","15586250000","842500"
"263800","데이타솔루션","KOSDAQ","중견기업부","5970","-10","-0.17","5970","6000","5830","23750","140644840","94795122600","15878580"
"199150","데이터스트림즈","KONEX","일반기업부","8400","530","6.73","7350","8400","7220","8494","64092550","34419823200","4097598"
"206560","덱스터","KOSDAQ","기술성장기업부","7530","-90","-1.18","7500","7620","7390","582048","4362725970","190871464080","25348136"
"261200","덴티스","KOSDAQ","벤처기업부","2200","15","0.69","2180","2200","2120","1356098","2930741510","162336796600","73789453"
"145720","덴티움","KOSPI",,"63200","500","0.80","62200","63400","60500","93781","5854202800","699550056000","11068830"
"227420","도부마스크","KONEX","일반기업부","6580","-70","-1.05","6980","6980","6290","7880","50243390","56690667740","8615603"
"067990","도이치모터스","KOSDAQ","우량기업부","6710","-10","-0.15","6620","6720","6610","91629","612195420","195022244780","29064418"
"002150","도화엔지니어링","KOSPI",,"8210","10","0.12","8170","8210","8110","60442","495019560","276841200000","33720000"
"006620","동구바이오제약","KOSDAQ","우량기업부","11150","-300","-2.62","11250","11350","11150","121882","1364950500","107084600000","9604000"
"100130","동국S&C","KOSDAQ","우량기업부","6420","40","0.63","6320","6420","6260","320252","2028222890","366858060000","57143000"
"005160","동국산업","KOSDAQ","우량기업부","3480","-10","-0.29","3460","3495","3340","229173","790943910","188770797360","54244482"
"075970","동국알앤에스","KOSDAQ","중견기업부","6110","60","0.99","6150","6590","6000","9955827","63076296670","112424000000","18400000"
"001230","동국제강","KOSPI",,"10950","350","3.30","10450","11100","10400","1296454","14008249100","1044988470150","95432737"
"086450","동국제약","KOSDAQ","우량기업부","28600","-200","-0.69","29050","29250","28500","299309","8625329950","1271556000000","44460000"
"023450","동남합성","KOSPI",,"51200","-100","-0.19","51300","51500","51200","1948","99982000","184832000000","3610000"
"004140","동방","KOSPI",,"7030","40","0.57","6860","7090","6760","2396985","16694148640","281001514980","39971766"
"099410","동방선기","KOSDAQ","관리종목(소속부없음)","1630","10","0.62","1595","1640","1580","233825","378312310","22071833260","13541002"
"007590","동방아그로","KOSPI",,"6960","10","0.14","6900","6970","6890","34908","242185590","94778335920","13617577"
"005960","동부건설","KOSPI",,"12700","0","0.00","12550","12850","12500","32824","415544000","288371368900","22706407"
"005965","동부건설우","KOSPI",,"21900","50","0.23","21650","22100","21650","262","5708100","4943530800","225732"
"026960","동서","KOSPI",,"35200","-150","-0.42","35400","36400","34050","379032","13309132050","3509440000000","99700000"
"002210","동성제약","KOSPI",,"12600","600","5.00","11900","13050","11800","578005","7217124600","328872222000","26100970"
"102260","동성코퍼레이션","KOSPI",,"5000","25","0.50","4930","5000","4920","80306","398953560","219965060000","43993012"
"033500","동성화인텍","KOSDAQ","중견기업부","11950","50","0.42","11800","12250","11750","712232","8572110250","328547719350","27493533"
"005190","동성화학","KOSPI",,"16550","250","1.53","16250","16550","16250","39752","652633150","88303584200","5335564"
"025950","동신건설","KOSDAQ","중견기업부","38250","-750","-1.92","38650","39050","38100","102906","3960027850","321300000000","8400000"
"000640","동아쏘시오홀딩스","KOSPI",,"106500","-2000","-1.84","107000","108000","106000","12655","1348845000","655544349000","6155346"
"170900","동아에스티","KOSPI",,"83000","-700","-0.84","83200","83500","82600","16403","1363675600","700841044000","8443868"
"088130","동아엘텍","KOSDAQ","우량기업부","9180","-10","-0.11","9080","9180","9050","15947","145509850","97885770840","10662938"
"028100","동아지질","KOSPI",,"16350","-150","-0.91","16350","16500","16250","57953","949948150","188025000000","11500000"
"282690","동아타이어","KOSPI",,"10900","0","0.00","10900","10950","10750","26519","287934950","149689863500","13733015"
"041930","동아화성","KOSDAQ","우량기업부","12700","-50","-0.39","12500","12900","12450","170165","2159557100","200660000000","15800000"
"001520","동양","KOSPI",,"1340","50","3.88","1270","1340","1265","1351428","1772041155","319836644420","238684063"
"001527","동양2우B","KOSPI",,"11800","0","0.00","11750","11800","11700","68","799100","3641114200","308569"
"001529","동양3우B","KOSPI",,"24450","250","1.03","24500","24500","24000","155","3745150","2193702900","89722"
"084670","동양고속","KOSPI",,"24400","-100","-0.41","24450","24650","24250","7925","193005500","70651883600","2895569"
"002900","동양물산","KOSPI",,"1495","-15","-0.99","1495","1505","1485","1176183","1756439725","204631959675","136877565"
"082640","동양생명","KOSPI",,"4150","-10","-0.24","4200","4215","4135","211644","881058235","669638127750","161358585"
"060380","동양에스텍","KOSDAQ","중견기업부","2370","-70","-2.87","2430","2430","2365","127232","304297900","23700000000","10000000"
"001525","동양우","KOSPI",,"6570","-100","-1.50","6750","6750","6570","968","6375450","4058492670","617731"
"079960","동양이엔피","KOSDAQ","우량기업부","17850","-100","-0.56","17750","18000","17650","24675","439696200","140301000000","7860000"
"008970","동양철관","KOSPI",,"1255","5","0.40","1235","1265","1230","1148480","1435171785","149201038950","118885290"
"228340","동양파일","KOSDAQ","중견기업부","5080","20","0.40","4950","5100","4950","86129","435240420","101600000000","20000000"
"092780","동양피스톤","KOSPI",,"5950","-60","-1.00","6010","6030","5880","45791","272484160","78352337000","13168460"
"088910","동우팜투테이블","KOSDAQ","우량기업부","3535","10","0.28","3490","3575","3475","161321","569694260","91315285740","25831764"
"094170","동운아나텍","KOSDAQ","벤처기업부","10700","50","0.47","10400","11050","10400","148037","1597850150","172934962200","16162146"
"049770","동원F&B","KOSPI",,"195000","-1500","-0.76","194000","196000","192500","10472","2033193000","752529180000","3859124"
"013120","동원개발","KOSDAQ","우량기업부","5340","-70","-1.29","5350","5430","5320","142761","768504690","484915254000","90808100"
"018500","동원금속","KOSPI",,"1280","35","2.81","1240","1295","1205","5114446","6517071645","59846314240","46754933"
"006040","동원산업","KOSPI",,"274500","7500","2.81","266500","274500","265500","6756","1839718500","1009512454500","3677641"
"030720","동원수산","KOSPI",,"8930","-60","-0.67","8970","8970","8890","13727","122694100","41558478650","4653805"
"014820","동원시스템즈","KOSPI",,"47050","-1600","-3.29","48200","48450","46050","58677","2756811400","1205350942550","25618511"
"014825","동원시스템즈우","KOSPI",,"31300","-650","-2.03","31650","31650","31300","378","11895100","8305705400","265358"
"163560","동일고무벨트","KOSPI",,"8770","-90","-1.02","8850","8880","8590","22805","200058460","119710500000","13650000"
"109860","동일금속","KOSDAQ","우량기업부","12250","100","0.82","12150","12250","12100","13847","168696650","85750000000","7000000"
"032960","동일기연","KOSDAQ","벤처기업부","13350","200","1.52","13000","13350","12800","50578","662765150","45487575150","3407309"
"004890","동일산업","KOSPI",,"78400","0","0.00","78200","78500","78100","1698","132926000","190136856000","2425215"
"002690","동일제강","KOSPI",,"3290","-20","-0.60","3250","3300","3230","223182","727676930","49350000000","15000000"
"023790","동일철강","KOSDAQ","중견기업부","5450","-20","-0.37","5470","5510","5340","22578","122557720","40030713250","7345085"
"005290","동진쎄미켐","KOSDAQ","우량기업부","32500","-250","-0.76","31900","32500","31500","534676","17091216150","1670971055000","51414494"
"025900","동화기업","KOSDAQ","우량기업부","50300","200","0.40","49100","50300","49050","32072","1597302600","1015978614600","20198382"
"000020","동화약품","KOSPI",,"14900","0","0.00","14700","15000","14600","139787","2069306750","416178903000","27931470"
"000150","두산","KOSPI",,"48050","-400","-0.83","47950","48450","47750","50784","2441298650","793970271750","16523835"
"000157","두산2우B","KOSPI",,"56700","-400","-0.70","58000","58000","55500","97","5521800","50635254600","893038"
"241560","두산밥캣","KOSPI",,"34850","-850","-2.38","34750","35500","34600","384088","13394441200","3493683435100","100249166"
"000155","두산우","KOSPI",,"38700","100","0.26","38200","38700","38100","2930","112468200","154663079400","3996462"
"042670","두산인프라코어","KOSPI",,"8110","-100","-1.22","8140","8180","8050","1258171","10209384020","1756318201170","216562047"
"034020","두산중공업","KOSPI",,"11600","-50","-0.43","11300","11800","11300","2457727","28417696550","4345794176400","374637429"
"336260","두산퓨얼셀","KOSPI",,"50500","-1000","-1.94","49950","51200","49900","459462","23258040500","3307433163000","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"15950","0","0.00","15600","16050","15250","45103","713212250","213158990000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"18700","-100","-0.53","18600","18950","18400","6478","121229250","55843810000","2986300"
"016740","두올","KOSPI",,"5340","-70","-1.29","5300","5360","5150","3135394","16450460420","144536071200","27066680"
"073190","듀오백","KOSDAQ","중견기업부","4450","-175","-3.78","4545","4575","4405","1065899","4782923070","53257778000","11968040"
"176750","듀켐바이오","KONEX","일반기업부","9290","-50","-0.54","9400","9400","9210","254","2342590","82297202230","8858687"
"030350","드래곤플라이","KOSDAQ","중견기업부","2430","0","0.00","2380","2475","2370","191723","465137245","41570964990","17107393"
"203650","드림시큐리티","KOSDAQ","벤처기업부","4480","0","0.00","4400","4580","4325","3127025","13946123040","226713777920","50605754"
"223250","드림씨아이에스","KOSDAQ","중견기업부","16550","-150","-0.90","16650","16650","16250","5236","86108500","92613303500","5595970"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","5500","-80","-1.43","5570","5570","5460","190463","1049597560","312729158500","56859847"
