Date,price,high_yield,dollar_index,krw,tnx,organization,foreigner,china,america,wti
2016-06-14,118000.0,6.19,94.93,1170.150024,1.611,-194011.0,-105439.0,2842.19,2075.3,48.49
2016-06-15,116000.0,6.18,94.610001,1173.390015,1.596,-64684.0,-10610.0,2887.21,2071.5,48.01
2016-06-16,115500.0,6.32,94.57,1166.699951,1.564,-313582.0,114203.0,2872.82,2078.0,46.21
2016-06-17,119500.0,6.21,94.209999,1169.579956,1.618,67263.0,-94646.0,2885.11,2071.2,47.98
2016-06-20,122000.0,6,93.610001,1168.560059,1.67,176302.0,21769.0,2888.81,2083.3,49.37
2016-06-21,121500.0,6,94.019997,1159.349976,1.697,-44844.0,-96496.0,2878.56,2088.9,48.85
2016-06-22,122000.0,5.96,93.720001,1151.599976,1.685,188916.0,35270.0,2905.55,2085.4,49.13
2016-06-23,122000.0,5.83,93.529999,1149.900024,1.739,133521.0,73154.0,2891.96,2113.3,50.11
2016-06-24,116000.0,6.33,95.449997,1141.26001,1.579,-101617.0,-203133.0,2854.29,2037.4,47.64
2016-06-27,114500.0,6.57,96.540001,1170.609985,1.46,410871.0,-265856.0,2895.7,2000.5,46.33
2016-06-28,116000.0,6.48,96.25,1177.650024,1.461,179079.0,-397205.0,2912.56,2036.1,47.85
2016-06-29,117500.0,6.26,95.769997,1165.380005,1.477,-9527.0,43059.0,2931.59,2070.8,49.88
2016-06-30,123000.0,6.21,96.139999,1152.150024,1.488,-182289.0,383519.0,2929.61,2098.9,48.33
2016-07-01,123000.0,6.12,95.650002,1151.25,1.456,-108319.0,284896.0,2932.48,2102.9,48.99
2016-07-04,123500.0,6.12,95.650002,1148.0,1.456,-141891.0,181268.0,2988.6,2096.9,48.65
2016-07-05,127000.0,6.16,96.16999799999999,1151.400024,1.367,-221302.0,34575.0,3006.39,2088.6,46.6
2016-07-06,124000.0,6.14,96.059998,1154.949951,1.385,-172635.0,-434481.0,3017.29,2099.7,47.43
2016-07-07,128000.0,6.02,96.33000200000001,1155.25,1.387,-61762.0,167883.0,3016.85,2097.9,45.14
2016-07-08,126000.0,5.88,96.300003,1155.650024,1.366,-315903.0,50774.0,2988.09,2129.9,45.41
2016-07-11,129500.0,5.66,96.57,1147.709961,1.434,119387.0,264400.0,2994.92,2137.2,44.76
2016-07-12,132000.0,5.46,96.440002,1148.069946,1.513,-49971.0,190096.0,3049.38,2152.1,46.8
2016-07-13,131500.0,5.58,96.220001,1141.0,1.468,-441069.0,632760.0,3060.69,2152.4,44.75
2016-07-14,131500.0,5.44,96.08000200000001,1142.650024,1.531,-310885.0,378862.0,3054.02,2163.8,45.68
2016-07-15,133000.0,5.42,96.58000200000001,1129.25,1.594,-387649.0,536154.0,3054.3,2161.7,45.95
2016-07-18,133000.0,5.44,96.559998,1136.599976,1.587,-263642.0,238881.0,3043.56,2166.9,45.24
2016-07-19,135000.0,5.45,97.050003,1133.050049,1.558,-473184.0,351148.0,3036.6,2163.8,44.65
2016-07-20,134500.0,5.4,97.199997,1139.199951,1.58,-248950.0,200065.0,3027.9,2173.0,44.94
2016-07-21,133000.0,5.41,97.0,1140.949951,1.565,-89432.0,50590.0,3039.01,2165.2,44.75
2016-07-22,133500.0,5.39,97.470001,1136.050049,1.57,19808.0,74632.0,3012.82,2175.0,44.19
2016-07-25,133500.0,5.39,97.290001,1134.0,1.571,-104236.0,197660.0,3015.83,2168.5,43.13
2016-07-26,135500.0,5.45,97.160004,1141.530029,1.563,-18097.0,194901.0,3050.17,2169.2,42.92
2016-07-27,137500.0,5.51,97.050003,1134.550049,1.515,-119325.0,247118.0,2992.0,2166.6,41.92
2016-07-28,138000.0,5.54,96.739998,1129.050049,1.511,-97038.0,210631.0,2994.32,2170.1,41.14
2016-07-29,135500.0,5.61,95.529999,1123.349976,1.458,-342514.0,233805.0,2979.34,2173.6,41.6
2016-08-01,135500.0,5.69,95.709999,1109.949951,1.496,-339142.0,323211.0,2953.39,2170.8,40.06
2016-08-02,135500.0,5.73,95.059998,1105.449951,1.537,-186128.0,68161.0,2971.28,2157.0,39.51
2016-08-03,134500.0,5.72,95.559998,1111.839966,1.542,-184627.0,-68111.0,2978.46,2163.8,40.83
2016-08-04,136500.0,5.65,95.760002,1113.449951,1.503,-120114.0,53407.0,2982.43,2164.3,41.93
2016-08-05,139500.0,5.46,96.190002,1109.949951,1.582,-86052.0,253604.0,2976.7,2182.9,41.8
2016-08-08,143000.0,5.42,96.400002,1113.349976,1.583,83830.0,89575.0,3004.28,2180.9,43.02
2016-08-09,142500.0,5.36,96.18,1104.650024,1.545,13555.0,240124.0,3025.68,2181.7,42.77
2016-08-10,142000.0,5.38,95.650002,1099.900024,1.509,-161473.0,319175.0,3018.75,2175.5,41.71
2016-08-11,143500.0,5.31,95.860001,1094.25,1.573,-48466.0,-4895.0,3002.64,2185.8,43.49
2016-08-12,143000.0,5.34,95.720001,1095.949951,1.515,69219.0,84318.0,3050.67,2184.1,44.49
2016-08-16,144000.0,5.17,94.790001,1097.359985,1.576,-47335.0,59428.0,3110.04,2178.1,46.58
2016-08-17,142000.0,5.19,94.720001,1094.030029,1.561,-85265.0,22997.0,3109.55,2182.2,46.79
2016-08-18,148500.0,5.2,94.160004,1104.5,1.536,-240955.0,236423.0,3104.11,2187.0,48.22
2016-08-19,152500.0,5.15,94.510002,1106.959961,1.578,-382030.0,249456.0,3108.1,2183.9,48.52
2016-08-22,152500.0,5.18,94.519997,1117.390015,1.539,-209547.0,16761.0,3084.81,2182.6,47.05
2016-08-23,151500.0,5.14,94.540001,1122.569946,1.553,-223244.0,59167.0,3089.71,2186.9,48.1
2016-08-24,148000.0,5.13,94.790001,1119.390015,1.559,-45596.0,-40732.0,3085.88,2175.4,46.77
2016-08-25,151000.0,5.14,94.769997,1119.790039,1.577,242082.0,-322127.0,3068.33,2172.5,47.33
2016-08-26,149500.0,5.04,95.57,1114.130005,1.635,196751.0,-372346.0,3070.31,2169.0,47.64
2016-08-29,148500.0,5.1,95.58000200000001,1121.75,1.566,-65916.0,84365.0,3070.03,2180.4,46.98
2016-08-30,152500.0,5.07,96.050003,1118.329956,1.57,105665.0,64606.0,3074.68,2176.1,46.35
2016-08-31,151500.0,5.1,96.019997,1118.380005,1.568,-16784.0,26154.0,3085.49,2170.9,44.7
2016-09-01,150500.0,5.12,95.650002,1114.439941,1.57,42704.0,-123257.0,3063.31,2170.9,43.16
2016-09-02,151000.0,5.09,95.879997,1116.599976,1.596,-231529.0,238329.0,3067.35,2180.0,44.44
2016-09-05,152500.0,5.09,95.879997,1114.849976,1.596,55285.0,319770.0,3072.1,2178.0,45.07
2016-09-06,152000.0,5.09,94.82,1103.430054,1.543,-360721.0,299515.0,3090.71,2186.5,44.83
2016-09-07,150500.0,5.07,94.959999,1094.589966,1.541,-99938.0,120187.0,3091.93,2186.2,45.5
2016-09-08,148500.0,4.99,95.029999,1088.800049,1.616,-241069.0,258173.0,3095.95,2181.3,47.62
2016-09-09,146000.0,5.1,95.339996,1097.390015,1.672,5655.0,-72658.0,3078.85,2127.8,45.88
2016-09-12,141500.0,5.18,95.099998,1103.599976,1.672,154430.0,-217482.0,3021.98,2159.0,46.29
2016-09-13,146000.0,5.24,95.629997,1107.459961,1.734,-610730.0,203643.0,3023.51,2127.0,44.9
2016-09-19,144500.0,5.25,95.839996,1124.900024,1.696,-277728.0,59367.0,3026.05,2139.1,43.3
2016-09-20,146000.0,5.24,96.019997,1118.439941,1.688,-361621.0,112807.0,3023.0,2139.8,43.44
2016-09-21,146500.0,5.22,95.660004,1116.150024,1.668,-224687.0,98852.0,3025.87,2163.1,45.34
2016-09-22,147000.0,5.09,95.449997,1104.369995,1.632,-154742.0,154835.0,3042.31,2177.2,46.32
2016-09-23,146000.0,5.1,95.480003,1101.98999,1.615,185489.0,-36180.0,3033.9,2164.7,44.48
2016-09-26,144000.0,5.16,95.309998,1101.800049,1.589,-136900.0,-3176.0,2980.43,2146.1,45.93
2016-09-27,145500.0,5.18,95.440002,1107.459961,1.556,203751.0,33005.0,2998.17,2159.9,44.67
2016-09-28,145500.0,5.14,95.43,1095.900024,1.567,18660.0,-109702.0,2987.86,2171.4,47.05
2016-09-29,148500.0,5.09,95.540001,1091.079956,1.557,-22129.0,198450.0,2998.48,2151.1,47.83
2016-09-30,149000.0,4.97,95.459999,1101.619995,1.608,-187332.0,-151034.0,3004.7,2168.3,48.24
2016-10-04,150500.0,4.85,96.120003,1103.23999,1.683,-90352.0,184011.0,3004.7,2150.5,48.69
2016-10-05,152000.0,4.78,96.129997,1115.359985,1.716,-104090.0,-2395.0,3004.7,2159.7,49.83
2016-10-06,164000.0,4.75,96.660004,1113.180054,1.742,-181039.0,100419.0,3004.7,2160.8,50.44
2016-10-07,165500.0,4.76,96.519997,1114.890015,1.736,-273364.0,63228.0,3004.7,2153.7,49.81
2016-10-10,162000.0,4.76,96.519997,1115.849976,1.736,330610.0,-51742.0,3048.14,2163.7,51.35
2016-10-11,155500.0,4.75,97.699997,1106.619995,1.759,547394.0,-357371.0,3065.25,2136.7,50.79
2016-10-12,161500.0,4.75,97.970001,1123.680054,1.778,663436.0,-592321.0,3058.5,2139.2,50.18
2016-10-13,161500.0,4.82,97.519997,1123.810059,1.738,-574099.0,200248.0,3061.35,2132.6,50.44
2016-10-14,163500.0,4.72,98.019997,1128.119995,1.794,-8111.0,35490.0,3063.81,2133.0,50.35
2016-10-17,163000.0,4.76,97.889999,1136.050049,1.766,-232614.0,293266.0,3041.17,2126.5,49.94
2016-10-18,163500.0,4.72,97.900002,1135.630005,1.749,81033.0,179964.0,3083.88,2139.6,50.29
2016-10-19,164500.0,4.66,97.870003,1124.619995,1.752,-235195.0,255663.0,3084.72,2144.3,51.6
2016-10-20,161500.0,4.62,98.32,1119.609985,1.747,1817.0,118981.0,3084.46,2141.3,50.43
2016-10-21,160500.0,4.62,98.699997,1130.22998,1.74,12279.0,54379.0,3090.94,2141.2,50.85
2016-10-24,167500.0,4.6,98.66999799999999,1135.599976,1.763,149813.0,96979.0,3128.25,2151.3,50.52
2016-10-25,169000.0,4.6,98.720001,1134.380005,1.758,236288.0,-68191.0,3131.94,2143.2,49.96
2016-10-26,166000.0,4.66,98.629997,1129.099976,1.79,26164.0,-116171.0,3116.31,2139.4,49.18
2016-10-27,164000.0,4.69,98.889999,1137.329956,1.843,16846.0,24569.0,3112.35,2133.0,49.72
2016-10-28,165000.0,4.76,98.349998,1146.52002,1.845,-10318.0,-37377.0,3104.27,2126.4,48.7
2016-10-31,161500.0,4.91,98.449997,1146.699951,1.834,114811.0,1493.0,3100.49,2126.1,46.86
2016-11-01,157000.0,5.05,97.699997,1143.329956,1.82,73645.0,2462.0,3122.44,2111.7,46.67
2016-11-02,154000.0,5.15,97.400002,1145.469971,1.799,116406.0,-39175.0,3102.73,2097.9,45.34
2016-11-03,152000.0,5.15,97.160004,1145.170044,1.812,343988.0,-224863.0,3128.94,2088.7,44.66
2016-11-04,147500.0,5.2,97.07,1143.420044,1.783,197860.0,-200478.0,3125.32,2085.2,44.07
2016-11-07,150500.0,5.01,97.779999,1141.449951,1.828,328622.0,-235809.0,3133.33,2131.5,44.89
2016-11-08,150500.0,4.98,97.860001,1140.550049,1.862,7528.0,-69496.0,3147.89,2139.6,44.98
2016-11-09,144500.0,4.94,98.5,1127.859985,2.072,348227.0,-332993.0,3128.37,2163.3,45.27
2016-11-10,150000.0,4.97,98.790001,1156.280029,2.117,396451.0,58786.0,3171.28,2167.5,44.66
2016-11-11,146500.0,4.97,98.790001,1164.949951,2.117,399503.0,-451129.0,3196.04,2164.4,43.41
2016-11-14,145000.0,5.11,100.110001,1164.400024,2.222,266830.0,-360478.0,3210.37,2164.2,43.32
2016-11-15,143500.0,4.94,100.190002,1167.76001,2.238,85828.0,-209801.0,3206.99,2180.4,45.81
2016-11-16,144000.0,4.94,100.410004,1166.689941,2.223,101667.0,-12900.0,3205.06,2176.9,45.57
2016-11-17,141500.0,4.85,100.889999,1169.069946,2.276,-96166.0,47932.0,3208.45,2187.1,45.42
2016-11-18,138500.0,4.84,101.209999,1179.150024,2.335,-316953.0,38893.0,3192.86,2181.9,45.69
2016-11-21,141500.0,4.78,101.050003,1180.75,2.339,-51071.0,63871.0,3218.15,2198.2,47.49
2016-11-22,140500.0,4.7,101.040001,1179.180054,2.321,90149.0,316649.0,3248.35,2202.9,48.03
2016-11-23,136500.0,4.66,101.699997,1167.930054,2.357,441813.0,153776.0,3241.14,2204.7,47.96
2016-11-24,131500.0,4.66,101.699997,1180.859985,2.357,130130.0,-172088.0,3241.74,2205.5,47.98
2016-11-25,134000.0,4.64,101.489998,1181.050049,2.372,-9104.0,17633.0,3261.94,2213.4,46.06
2016-11-28,139000.0,4.66,101.33000200000001,1172.699951,2.32,-176328.0,178801.0,3277.0,2201.7,47.08
2016-11-29,127000.0,4.69,100.93,1169.709961,2.302,-126674.0,427675.0,3282.92,2204.7,45.23
2016-11-30,128000.0,4.67,101.5,1167.859985,2.368,-281340.0,255186.0,3250.03,2198.8,49.44
2016-12-01,128000.0,4.62,101.040001,1178.130005,2.441,-8908.0,-339.0,3273.31,2191.1,51.06
2016-12-02,125500.0,4.64,100.769997,1167.699951,2.39,-10810.0,-29773.0,3243.84,2191.9,51.68
2016-12-05,126000.0,4.58,100.139999,1169.599976,2.387,147513.0,-63323.0,3204.71,2204.7,51.79
2016-12-06,129000.0,4.5,100.489998,1166.98999,2.396,424613.0,-44648.0,3199.65,2212.2,50.93
2016-12-07,129500.0,4.42,100.230003,1170.550049,2.347,24212.0,-26299.0,3222.24,2241.4,49.77
2016-12-08,127500.0,4.38,101.07,1157.5,2.387,687789.0,6619.0,3215.37,2246.2,50.84
2016-12-09,126500.0,4.28,101.57,1162.25,2.464,40308.0,67896.0,3232.88,2259.5,51.5
2016-12-12,127000.0,4.25,100.959999,1169.949951,2.479,28401.0,78724.0,3152.97,2257.0,52.83
2016-12-13,129500.0,4.2,101.029999,1164.650024,2.481,39879.0,53023.0,3155.04,2271.7,52.98
2016-12-14,129000.0,4.12,102.0,1163.589966,2.525,-202215.0,184252.0,3140.53,2253.3,51.04
2016-12-15,129500.0,4.2,103.129997,1179.160034,2.58,69905.0,-16515.0,3117.68,2262.0,50.9
2016-12-16,126500.0,4.21,102.949997,1184.430054,2.597,-149604.0,55315.0,3122.98,2258.1,51.9
2016-12-19,128000.0,4.23,103.139999,1186.0,2.542,-79159.0,-3259.0,3118.08,2262.5,52.12
2016-12-20,127500.0,4.2,103.290001,1186.949951,2.568,-4532.0,27890.0,3102.88,2270.8,52.23
2016-12-21,132500.0,4.19,103.019997,1191.469971,2.546,-92951.0,81762.0,3137.43,2265.2,52.49
2016-12-22,130500.0,4.17,103.089996,1193.349976,2.553,69463.0,-50805.0,3139.56,2261.0,52.95
2016-12-23,128500.0,4.16,103.010002,1205.099976,2.543,269821.0,-139132.0,3110.15,2263.8,53.02
2016-12-26,126500.0,4.16,103.010002,1199.550049,2.543,124925.0,-49419.0,3122.57,2259.0,53.19
2016-12-27,124500.0,4.11,103.019997,1199.550049,2.563,165431.0,96583.0,3114.66,2268.9,53.9
2016-12-28,125500.0,4.15,103.260002,1206.47998,2.506,-391728.0,131188.0,3102.24,2249.9,54.06
2016-12-29,125500.0,4.18,102.68,1210.339966,2.477,-289402.0,134431.0,3096.1,2249.3,53.77
2017-01-02,125500.0,4.18,102.68,1205.449951,2.477,-86710.0,34270.0,3096.1,2243.3,54.03
2017-01-03,129000.0,4.13,103.209999,1202.930054,2.45,-191296.0,216192.0,3135.92,2257.8,52.33
2017-01-04,129000.0,4.02,102.699997,1206.01001,2.452,-351267.0,217612.0,3158.79,2270.8,53.26
2017-01-05,128000.0,4.04,101.519997,1194.47998,2.368,-174550.0,98908.0,3165.41,2269.0,53.76
2017-01-06,129000.0,3.98,102.220001,1180.630005,2.418,-142210.0,181587.0,3154.32,2277.0,53.99
2017-01-09,128000.0,4.02,101.93,1201.099976,2.376,-453497.0,245983.0,3171.24,2268.9,51.96
2017-01-10,126500.0,4,102.010002,1202.52002,2.379,-255600.0,97714.0,3161.67,2268.9,50.82
2017-01-11,126000.0,4.03,101.779999,1200.599976,2.37,-128166.0,492261.0,3136.75,2275.3,52.25
2017-01-12,128000.0,4.05,101.349998,1187.160034,2.361,-77244.0,94819.0,3119.29,2270.4,53.01
2017-01-13,128500.0,4.02,101.18,1174.719971,2.38,168190.0,-105551.0,3112.76,2274.6,52.37
2017-01-16,127500.0,4,101.18,1174.050049,2.38,163977.0,-220766.0,3103.43,2266.3,52.52
2017-01-17,125000.0,4.06,100.33000200000001,1182.170044,2.327,67556.0,18650.0,3108.77,2267.9,52.48
2017-01-18,123000.0,4.01,100.93,1160.030029,2.389,73319.0,543.0,3113.01,2271.9,51.08
2017-01-19,124000.0,3.99,101.150002,1176.790039,2.459,-317228.0,171998.0,3101.3,2263.7,51.37
2017-01-20,122000.0,4.02,100.739998,1173.75,2.467,33371.0,-46541.0,3123.14,2271.3,52.42
2017-01-23,120500.0,4.1,100.160004,1173.300049,2.403,-109322.0,118938.0,3136.77,2265.2,52.75
2017-01-24,123500.0,4.02,100.349998,1162.650024,2.471,17867.0,-14472.0,3142.55,2280.1,53.18
2017-01-25,125000.0,3.93,100.029999,1168.030029,2.523,-375803.0,207801.0,3149.55,2298.4,52.75
2017-01-26,126500.0,3.93,100.379997,1161.26001,2.508,-213124.0,371093.0,3159.17,2296.7,53.78
2017-01-31,126000.0,4,99.510002,1169.209961,2.451,86167.0,-279537.0,3159.17,2278.9,52.81
2017-02-01,127000.0,3.95,99.639999,1149.25,2.474,49163.0,12716.0,3159.17,2279.6,53.88
2017-02-02,128500.0,3.93,99.849998,1151.949951,2.47,-193606.0,87483.0,3159.17,2280.9,53.54
2017-02-03,128500.0,3.86,99.870003,1142.699951,2.491,-61927.0,-112428.0,3140.17,2297.4,53.83
2017-02-06,128000.0,3.91,99.910004,1137.76001,2.413,50731.0,21190.0,3156.98,2292.6,53.01
2017-02-07,128500.0,3.93,100.260002,1132.709961,2.389,126872.0,-141862.0,3153.09,2293.1,52.17
2017-02-08,127500.0,3.98,100.279999,1142.099976,2.351,98375.0,-238099.0,3166.98,2294.7,52.34
2017-02-09,126000.0,3.93,100.650002,1144.619995,2.395,-145952.0,82324.0,3183.18,2307.9,53.0
2017-02-10,127500.0,3.9,100.800003,1149.910034,2.409,306547.0,-92433.0,3196.7,2316.1,53.86
2017-02-13,125500.0,3.86,100.959999,1145.180054,2.434,232994.0,7920.0,3216.84,2328.3,52.93
2017-02-14,126000.0,3.8,101.25,1148.699951,2.47,258301.0,-122936.0,3217.93,2337.6,53.2
2017-02-15,126000.0,3.77,101.18,1137.959961,2.502,164711.0,-28506.0,3212.99,2349.3,53.11
2017-02-16,126500.0,3.83,100.440002,1133.099976,2.45,-260773.0,162697.0,3229.62,2347.2,53.36
2017-02-17,124000.0,3.86,100.949997,1141.079956,2.425,149734.0,287410.0,3202.08,2351.2,53.4
2017-02-20,123000.0,3.86,100.949997,1149.599976,2.425,-206899.0,54993.0,3239.96,2353.3,53.97
2017-02-21,126000.0,3.81,101.370003,1143.959961,2.427,97695.0,148177.0,3253.33,2365.4,54.06
2017-02-22,124000.0,3.78,101.33000200000001,1141.180054,2.418,-218745.0,465049.0,3261.22,2362.8,53.59
2017-02-23,124000.0,3.77,101.050003,1137.949951,2.388,-51711.0,20085.0,3251.38,2363.8,54.45
2017-02-24,125000.0,3.84,101.089996,1131.810059,2.317,-39824.0,-24655.0,3253.43,2367.3,53.99
2017-02-27,125000.0,3.75,101.129997,1130.449951,2.369,256094.0,-236541.0,3228.66,2369.8,54.05
2017-02-28,123000.0,3.74,101.120003,1133.939941,2.358,-22648.0,60011.0,3241.73,2363.6,54.01
2017-03-02,121500.0,3.55,102.199997,1139.569946,2.489,-621409.0,695015.0,3230.03,2381.9,52.61
2017-03-03,121500.0,3.6,101.540001,1149.900024,2.492,-122079.0,-51756.0,3218.31,2383.1,53.33
2017-03-06,119500.0,3.66,101.639999,1151.969971,2.494,-257909.0,248175.0,3233.87,2375.3,53.2
2017-03-07,121500.0,3.73,101.809998,1154.25,2.511,87580.0,115701.0,3242.41,2368.4,53.14
2017-03-08,120500.0,3.79,102.07,1149.410034,2.552,-236905.0,190707.0,3240.66,2363.0,50.28
2017-03-09,119500.0,3.88,101.849998,1153.619995,2.598,-650843.0,451120.0,3216.75,2364.9,49.28
2017-03-10,120500.0,3.89,101.25,1159.280029,2.582,-286778.0,172286.0,3212.76,2372.6,48.49
2017-03-13,121000.0,3.94,101.379997,1145.959961,2.608,-269633.0,469180.0,3237.02,2373.5,48.4
2017-03-14,132000.0,4.05,101.699997,1147.550049,2.595,-436415.0,414288.0,3239.33,2365.4,47.72
2017-03-15,131000.0,4.02,100.739998,1148.219971,2.508,-265399.0,125349.0,3241.76,2385.3,48.86
2017-03-16,130500.0,3.88,100.269997,1127.400024,2.522,-98180.0,274959.0,3268.94,2381.4,48.75
2017-03-17,132500.0,3.91,100.300003,1127.01001,2.501,-209185.0,244150.0,3237.45,2378.3,48.78
2017-03-20,133000.0,3.97,100.410004,1126.650024,2.473,-65154.0,-88180.0,3250.81,2373.5,48.22
2017-03-21,133500.0,4.04,99.809998,1113.75,2.436,-192718.0,366557.0,3261.61,2344.0,47.34
2017-03-22,134000.0,4.16,99.68,1122.780029,2.396,-105445.0,-116192.0,3245.22,2348.4,48.04
2017-03-23,137500.0,4.11,99.760002,1116.410034,2.418,5399.0,63356.0,3248.55,2346.0,47.7
2017-03-24,127500.0,4.07,99.629997,1121.22998,2.4,218371.0,-103774.0,3269.45,2344.0,47.97
2017-03-27,125500.0,4.12,99.16999799999999,1116.140015,2.373,-90626.0,20611.0,3266.96,2341.6,47.73
2017-03-28,126500.0,4.01,99.709999,1111.099976,2.409,-76265.0,14156.0,3252.95,2358.6,48.37
2017-03-29,128500.0,3.94,100.0,1115.5,2.386,-12653.0,-71254.0,3241.31,2361.1,49.51
2017-03-30,128000.0,3.85,100.410004,1109.949951,2.416,-171722.0,94347.0,3210.24,2368.1,50.35
2017-03-31,127500.0,3.92,100.349998,1117.02002,2.396,41447.0,30902.0,3222.51,2362.7,50.6
2017-04-03,127500.0,3.98,100.540001,1115.160034,2.35,94518.0,-59244.0,3222.51,2358.8,50.24
2017-04-04,129000.0,3.98,100.540001,1116.22998,2.35,-121824.0,-98311.0,3222.51,2360.2,51.03
2017-04-05,127500.0,3.91,100.559998,1124.099976,2.357,-130326.0,-29956.0,3270.31,2352.9,51.15
2017-04-06,126000.0,3.93,100.66999799999999,1127.099976,2.343,-92117.0,-105447.0,3281.0,2357.5,51.7
2017-04-07,127000.0,3.86,101.18,1130.0,2.373,118647.0,-81644.0,3286.62,2355.5,52.24
2017-04-10,124500.0,3.86,101.019997,1136.0,2.361,-22150.0,-57372.0,3269.39,2357.2,53.08
2017-04-11,123500.0,3.94,100.709999,1142.030029,2.298,136342.0,-152608.0,3288.97,2353.8,53.4
2017-04-12,125000.0,3.96,100.779999,1144.589966,2.296,-96868.0,71139.0,3273.83,2344.9,53.11
2017-04-13,125500.0,4.03,100.559998,1133.430054,2.232,115826.0,-12993.0,3275.96,2328.9,53.18
2017-04-14,125000.0,4.03,100.559998,1135.0,2.232,19728.0,-79779.0,3246.07,2328.9,53.18
2017-04-17,126000.0,4,100.300003,1135.359985,2.252,299004.0,-126323.0,3222.17,2349.0,52.65
2017-04-18,127500.0,4.07,99.5,1131.800049,2.179,67368.0,-4965.0,3196.71,2342.2,52.41
2017-04-19,127000.0,4.01,99.739998,1141.680054,2.202,110105.0,-223208.0,3170.69,2338.2,50.44
2017-04-20,128500.0,3.98,99.779999,1141.890015,2.241,277184.0,28893.0,3172.1,2355.8,50.27
2017-04-21,130500.0,3.97,99.980003,1137.109985,2.237,97056.0,230360.0,3173.15,2348.7,49.62
2017-04-24,130500.0,3.86,99.089996,1133.709961,2.273,-82044.0,333441.0,3129.53,2374.1,49.23
2017-04-25,130500.0,3.78,98.82,1133.839966,2.327,-290975.0,655262.0,3134.57,2388.6,49.56
2017-04-26,131500.0,3.76,98.959999,1125.469971,2.311,85072.0,275489.0,3140.85,2387.4,49.62
2017-04-27,122500.0,3.78,99.08000200000001,1131.800049,2.296,-164427.0,11513.0,3152.19,2388.8,48.97
2017-04-28,123500.0,3.75,99.050003,1129.939941,2.282,-373189.0,-14786.0,3154.66,2384.2,49.33
2017-05-02,122500.0,3.79,98.980003,1136.26001,2.296,-24086.0,109841.0,3143.71,2391.2,47.66
2017-05-04,124000.0,3.8,98.760002,1132.910034,2.356,-357962.0,349534.0,3127.37,2389.5,45.52
2017-05-08,126500.0,3.8,99.150002,1133.719971,2.376,90443.0,498868.0,3078.61,2399.4,46.43
2017-05-10,124500.0,3.72,99.66999799999999,1137.859985,2.414,-71183.0,113341.0,3052.78,2399.6,47.33
2017-05-11,126500.0,3.72,99.620003,1130.040039,2.4,307598.0,104688.0,3061.5,2394.4,47.83
2017-05-12,125500.0,3.77,99.25,1123.160034,2.335,-85323.0,-317252.0,3083.51,2390.9,47.84
2017-05-15,125500.0,3.72,98.910004,1123.099976,2.338,41306.0,-122180.0,3090.23,2402.3,48.85
2017-05-16,126500.0,3.71,98.110001,1117.430054,2.329,69968.0,190428.0,3112.96,2400.7,48.66
2017-05-17,125500.0,3.84,97.41999799999999,1115.0,2.216,-186595.0,-20228.0,3104.44,2357.0,49.07
2017-05-18,125000.0,3.85,97.879997,1120.949951,2.233,45905.0,-84870.0,3090.14,2365.7,49.35
2017-05-19,129500.0,3.78,97.150002,1128.410034,2.245,-3433.0,16902.0,3090.63,2381.7,50.33
2017-05-22,130500.0,3.72,96.980003,1117.01001,2.254,-204085.0,233296.0,3075.68,2394.0,50.73
2017-05-23,131000.0,3.67,97.349998,1114.780029,2.285,326580.0,-89741.0,3061.95,2398.4,51.47
2017-05-24,131000.0,3.68,97.239998,1124.569946,2.266,-25982.0,27097.0,3064.08,2404.4,51.36
2017-05-25,133000.0,3.67,97.25,1118.380005,2.255,304470.0,96756.0,3107.83,2415.1,48.9
2017-05-26,134000.0,3.67,97.400002,1119.560059,2.25,102733.0,90015.0,3110.06,2415.8,49.8
2017-05-29,137500.0,3.67,97.400002,1118.75,2.25,-127155.0,20000.0,3110.06,2414.3,49.97
2017-05-30,137500.0,3.68,97.279999,1122.839966,2.217,49576.0,-137436.0,3110.06,2412.9,49.66
2017-05-31,137500.0,3.74,96.91999799999999,1123.900024,2.196,411087.0,-397355.0,3117.18,2411.8,48.32
2017-06-01,138000.0,3.69,97.199997,1119.02002,2.217,-129437.0,34985.0,3102.62,2430.1,48.36
2017-06-02,141500.0,3.69,96.720001,1121.040039,2.159,-232186.0,431742.0,3105.54,2439.1,47.66
2017-06-05,143000.0,3.68,96.800003,1117.449951,2.182,-360994.0,296534.0,3091.66,2436.1,47.4
2017-06-07,142500.0,3.73,96.75,1117.459961,2.178,-312274.0,137369.0,3140.32,2433.1,45.72
2017-06-08,142500.0,3.76,96.91999799999999,1123.140015,2.194,-493838.0,275005.0,3150.33,2433.8,45.64
2017-06-09,137500.0,3.73,97.269997,1121.51001,2.199,-35872.0,128517.0,3158.4,2431.8,45.83
2017-06-12,138000.0,3.71,97.139999,1124.099976,2.213,-363005.0,-192772.0,3139.88,2429.4,46.08
2017-06-13,138500.0,3.68,96.980003,1130.48999,2.207,226792.0,-121061.0,3153.74,2440.4,46.46
2017-06-14,136500.0,3.7,96.940002,1126.550049,2.138,-117018.0,-4729.0,3130.67,2437.9,44.73
2017-06-15,135500.0,3.72,97.43,1118.900024,2.162,-328149.0,-6937.0,3132.49,2432.5,44.46
2017-06-16,135500.0,3.76,97.160004,1129.939941,2.157,85096.0,-187202.0,3123.17,2433.1,44.74
