종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"138040","메리츠금융지주","KOSPI",,"14050","100","0.72","14000","14450","13900","262406","3694889900","1882858680700","134011294"
"008560","메리츠증권","KOSPI",,"4365","-35","-0.80","4400","4400","4280","2079788","9008559380","2950572938355","675961727"
"000060","메리츠화재","KOSPI",,"18450","-100","-0.54","18550","18750","18100","470374","8611215550","2225531250000","120625000"
"021880","메이슨캐피탈","KOSDAQ","관리종목(소속부없음)","561","10","1.81","549","566","546","1067877","595937136","55642452888","99184408"
"140410","메지온","KOSDAQ","중견기업부","170300","4100","2.47","165800","172500","165400","70109","11892935700","1514427831800","8892706"
"241770","메카로","KOSDAQ","우량기업부","14800","550","3.86","14350","14800","14100","38322","554810300","149513152000","10102240"
"090370","메타랩스","KOSPI",,"1325","305","29.90","1050","1325","1035","13433378","17343857585","84389166525","63689937"
"059210","메타바이오메드","KOSDAQ","벤처기업부","2600","-15","-0.57","2615","2615","2560","79265","205002870","62042112600","23862351"
"327260","메탈라이프","KOSDAQ","벤처기업부","27750","100","0.36","27650","28300","27100","24666","685372850","99805317000","3596588"
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","12250","-700","-5.41","12650","12750","11550","270842","3325848050","98309496250","8025265"
"096640","멜파스","KOSDAQ","투자주의환기종목(소속부없음)","2035","50","2.52","1985","2035","1955","322939","642806390","68891321015","33853229"
"017180","명문제약","KOSPI",,"5900","140","2.43","5760","6130","5690","944238","5529324930","200325378600","33953454"
"257370","명성티엔에스","KOSDAQ","투자주의환기종목(소속부없음)","9210","0","0.00","0","0","0","0","0","59319850890","6440809"
"009900","명신산업","KOSPI",,"26250","-650","-2.42","26900","26900","25950","267740","7019857700","1070451900000","40779120"
"267060","명진홀딩스","KONEX","일반기업부","1490","0","0.00","1700","1700","1300","1601","2133905","13130414910","8812359"
"012690","모나리자","KOSPI",,"4595","0","0.00","4560","4625","4560","173771","797767860","168044916725","36571255"
"005360","모나미","KOSPI",,"4725","0","0.00","4765","4765","4670","76863","361137090","89289775575","18897307"
"080420","모다이노칩","KOSDAQ","우량기업부","3605","210","6.19","3435","3675","3385","314512","1129664200","287396447310","79721622"
"080160","모두투어","KOSDAQ","우량기업부","24450","100","0.41","24400","24850","23900","373390","9097545900","462105000000","18900000"
"204210","모두투어리츠","KOSPI",,"3245","30","0.93","3215","3285","3200","15487","50327815","25398014675","7826815"
"100030","모바일리더","KOSDAQ","중견기업부","24700","-300","-1.20","25050","25200","24400","34548","853569000","81107735800","3283714"
"087260","모바일어플라이언스","KOSDAQ","벤처기업부","4480","95","2.17","4365","4750","4350","1350860","6157108175","145431758080","32462446"
"101330","모베이스","KOSDAQ","중견기업부","4630","-215","-4.44","4760","4815","4605","1888489","8813643240","110926410440","23958188"
"012860","모베이스전자","KOSDAQ","중견기업부","3025","-145","-4.57","3000","3075","2980","2879922","8684338540","164792259500","54476780"
"348030","모비릭스","KOSDAQ","중견기업부","20750","-150","-0.72","21000","21100","20450","100447","2076791050","193058000000","9304000"
"250060","모비스","KOSDAQ","기술성장기업부","2840","-10","-0.35","2800","2900","2755","1155780","3279827550","91366531760","32171314"
"033200","모아텍","KOSDAQ","중견기업부","10800","-250","-2.26","11050","11200","10650","30464","328717500","154776798000","14331185"
"009680","모토닉","KOSPI",,"13000","0","0.00","12900","13250","12800","100945","1314080200","429000000000","33000000"
"118990","모트렉스","KOSDAQ","중견기업부","5950","210","3.66","5720","6500","5650","2486912","15269050340","232056182050","39001039"
"006920","모헨즈","KOSDAQ","중견기업부","4990","105","2.15","4865","5010","4775","172831","854783915","54490800000","10920000"
"009580","무림P&P","KOSPI",,"5190","-100","-1.89","5260","5260","5050","341338","1749910740","323691601560","62368324"
"001810","무림SP","KOSDAQ","우량기업부","3485","-60","-1.69","3560","3560","3395","144669","501114705","77149187500","22137500"
"009200","무림페이퍼","KOSPI",,"2865","-5","-0.17","2895","2895","2825","100318","285079355","119210673150","41609310"
"322970","무진메디","KONEX","일반기업부","5420","-160","-2.87","5530","5530","5370","825","4441820","36549108760","6743378"
"033920","무학","KOSPI",,"6910","-10","-0.14","6920","6950","6850","15317","105486640","196935000000","28500000"
"008420","문배철강","KOSPI",,"3790","10","0.26","3780","3790","3705","540997","2024768490","77708283950","20503505"
"279600","미디어젠","KOSDAQ","기술성장기업부","11200","-150","-1.32","11100","11300","11050","29768","331738900","51948747200","4638281"
"028040","미래SCI","KOSDAQ","투자주의환기종목(소속부없음)","279","0","0.00","0","0","0","0","0","12549281058","44979502"
"095500","미래나노텍","KOSDAQ","우량기업부","3890","-70","-1.77","4000","4000","3860","255092","992605370","104641346210","26900089"
"025560","미래산업","KOSPI",,"3315","100","3.11","3220","3340","3210","410473","1354901660","61867609635","18662929"
"218150","미래생명자원","KOSDAQ","벤처기업부","5750","300","5.50","5400","6200","5310","8111204","47577047850","107360711000","18671428"
"007120","미래아이앤지","KOSPI",,"563","1","0.18","579","586","555","3449048","1967503494","72899575324","129484148"
"006800","미래에셋대우","KOSPI",,"9570","-20","-0.21","9570","9630","9470","786536","7508001500","6175678024560","645316408"
"00680K","미래에셋대우2우B","KOSPI",,"4440","-15","-0.34","4420","4450","4415","140434","622339945","621600000000","140000000"
"353490","미래에셋대우스팩 5호","KOSDAQ","SPAC(소속부없음)","2175","0","0.00","2175","2175","2160","45748","99057945","11005500000","5060000"
"328380","미래에셋대우스팩3호","KOSDAQ","SPAC(소속부없음)","2090","0","0.00","2090","2095","2080","685","1432660","13547380000","6482000"
"333430","미래에셋대우스팩4호","KOSDAQ","SPAC(소속부없음)","3025","20","0.67","3005","3045","2970","74311","223042850","13279750000","4390000"
"006805","미래에셋대우우","KOSPI",,"4915","-45","-0.91","4955","4960","4900","22019","108247165","69182311250","14075750"
"357250","미래에셋맵스리츠","KOSPI",,"4825","20","0.42","4805","4830","4800","19847","95699950","96982500000","20100000"
"100790","미래에셋벤처투자","KOSDAQ","벤처기업부","8300","-240","-2.81","9050","9210","8290","9407643","82745038810","383051830900","46150823"
"085620","미래에셋생명","KOSPI",,"4190","-25","-0.59","4210","4260","4125","207069","867576630","741697831910","177016189"
"208890","미래엔에듀파트너","KONEX","일반기업부","1900","-100","-5.00","2300","2300","1800","10052","22362940","5986558000","3150820"
"049950","미래컴퍼니","KOSDAQ","우량기업부","32750","-800","-2.38","33800","33800","32700","60585","1994747600","273865521500","8362306"
"213090","미래테크놀로지","KOSDAQ","중견기업부","8520","110","1.31","8400","8670","8360","12516","106241310","52149113760","6120788"
"207760","미스터블루","KOSDAQ","중견기업부","10200","150","1.49","10050","10200","9950","170303","1713456390","252568677000","24761635"
"225850","미애부","KONEX","일반기업부","330","38","13.01","292","335","292","6434","1878891","1099669890","3332333"
"002840","미원상사","KOSPI",,"192500","-5500","-2.78","199000","200000","188500","9693","1872468500","956725000000","4970000"
"268280","미원에스씨","KOSPI",,"151500","-16500","-9.82","168000","168000","151500","25120","3922485000","772650000000","5100000"
"107590","미원홀딩스","KOSPI",,"90300","-500","-0.55","91000","95500","87800","15984","1449823200","209496000000","2320000"
"134380","미원화학","KOSPI",,"66600","1200","1.83","65500","66600","65400","1994","131647700","146471248800","2199268"
"003650","미창석유","KOSPI",,"70800","1000","1.43","70200","71700","69300","4321","303854700","123168777600","1739672"
"059090","미코","KOSDAQ","우량기업부","14300","-200","-1.38","14500","14550","14200","188364","2694557850","447827422900","31316603"
"214610","미코바이오메드","KOSDAQ","기술성장기업부","10150","-50","-0.49","10100","10250","10050","125151","1271645650","185251029950","18251333"
"201490","미투온","KOSDAQ","중견기업부","7140","-40","-0.56","7260","7340","7120","1027054","7420387550","223180477800","31257770"
"950190","미투젠","KOSDAQ","외국기업(소속부없음)","24500","500","2.08","24150","24650","23950","50272","1226559000","329584412500","13452425"
"214180","민앤지","KOSDAQ","중견기업부","17150","50","0.29","17150","17350","17100","36485","628210550","212016463400","12362476"
"155900","바다로19호","KOSPI",,"2430","0","0.00","2435","2445","2430","12061","29389125","36936009720","15200004"
"206640","바디텍메드","KOSDAQ","벤처기업부","19000","200","1.06","18850","19150","18600","290748","5482413000","446244640000","23486560"
"018700","바른손","KOSDAQ","관리종목(소속부없음)","3040","70","2.36","2980","3050","2980","252208","759208710","89593320480","29471487"
"035620","바른손이앤에이","KOSDAQ","중견기업부","1460","10","0.69","1450","1465","1440","473166","688377635","107293214380","73488503"
"064520","바른전자","KOSDAQ","관리종목(소속부없음)","1005","0","0.00","0","0","0","0","0","74054909385","73686477"
"053030","바이넥스","KOSDAQ","벤처기업부","19300","-500","-2.53","19050","21000","18400","11231536","222751517800","612988226400","31761048"
"301300","바이브컴퍼니","KOSDAQ","기술성장기업부","29150","0","0.00","29000","29500","28900","32428","946376450","157240055500","5394170"
"064550","바이오니아","KOSDAQ","기술성장기업부","17050","-100","-0.58","17150","17350","16850","128853","2200653750","428501247900","25132038"
"314930","바이오다인","KOSDAQ","기술성장기업부","42600","2600","6.50","40000","52000","37200","11461578","513978791200","252115320000","5918200"
"208710","바이오로그디바이스","KOSDAQ","벤처기업부","1780","0","0.00","1800","1820","1735","722958","1286101130","51389235460","28870357"
"142760","바이오리더스","KOSDAQ","기술성장기업부","5070","60","1.20","5050","5210","4960","179275","905064380","138979935120","27412216"
"086820","바이오솔루션","KOSDAQ","기술성장기업부","26750","-450","-1.65","27300","27300","26750","37936","1021496400","216445645500","8091426"
"038460","바이오스마트","KOSDAQ","우량기업부","5990","10","0.17","5980","6050","5910","83455","500292160","120325922000","20087800"
"281310","바이오시네틱스","KONEX","일반기업부","6200","0","0.00","6200","6200","6200","2","12400","16336318000","2634890"
"266470","바이오인프라생명과학","KONEX","일반기업부","2400","-40","-1.64","2700","2700","2250","16336","41292865","33856432800","14106847"
"216400","바이오코아","KONEX","일반기업부","14000","-100","-0.71","14400","14400","13900","12429","174352550","107958410000","7711315"
"086040","바이오톡스텍","KOSDAQ","벤처기업부","10200","260","2.62","9950","10200","9830","148060","1488945760","149176254600","14625123"
"199290","바이오프로테크","KONEX","일반기업부","2930","0","0.00","0","0","0","0","0","9571724000","3266800"
"032980","바이온","KOSDAQ","중견기업부","1330","40","3.10","1290","1330","1275","465703","611300970","83504782830","62785551"
"222160","바이옵트로","KONEX","일반기업부","4200","-150","-3.45","4400","4500","4060","3238","13187850","23676769200","5637326"
"043150","바텍","KOSDAQ","우량기업부","27500","-150","-0.54","27650","27650","27350","47507","1303451100","408492040000","14854256"
"323990","박셀바이오","KOSDAQ","기술성장기업부","111200","1100","1.00","109500","113800","107800","1037090","115322040500","1673115200000","15046000"
"003610","방림","KOSPI",,"2400","105","4.58","2415","2775","2350","13249187","33872914500","101553816000","42314090"
"267790","배럴","KOSDAQ","벤처기업부","10200","-150","-1.45","10350","10350","10100","29267","298942500","80432100000","7885500"
"001340","백광산업","KOSPI",,"4500","-120","-2.60","4585","4670","4430","3378430","15257602220","202132831500","44918407"
"046310","백금T&A","KOSDAQ","중견기업부","3125","-70","-2.19","3195","3215","3100","100123","313247685","51308253125","16418641"
"035150","백산","KOSPI",,"8640","-50","-0.58","9050","9090","8490","737797","6390017120","209088000000","24200000"
"036620","버추얼텍","KOSDAQ","중견기업부","884","50","6.00","843","894","828","2065609","1798635184","61094445776","69111364"
"066410","버킷스튜디오","KOSDAQ","중견기업부","1815","35","1.97","1810","1855","1755","262980","474305725","74797482210","41210734"
"002410","범양건영","KOSPI",,"4585","70","1.55","4545","4605","4500","285947","1303296480","113854637470","24831982"
"206400","베노홀딩스","KOSDAQ","중견기업부","6640","-240","-3.49","6820","6910","6450","142779","947563190","149117381680","22457437"
"019010","베뉴지","KOSDAQ","중견기업부","1810","5","0.28","1805","1810","1790","66471","119765155","87242000000","48200000"
"177350","베셀","KOSDAQ","중견기업부","5870","20","0.34","5850","5890","5750","187364","1086463750","65699200160","11192368"
"299910","베스파","KOSDAQ","우량기업부","18550","400","2.20","18250","18550","17300","29301","527998850","149729812400","8071688"
"096300","베트남개발1","KOSPI",,"229","0","0.00","229","229","227","96818","22063259","31528768319","137680211"
"007210","벽산","KOSPI",,"2440","-25","-1.01","2470","2470","2415","167861","408505945","167286400000","68560000"
"225530","보광산업","KOSDAQ","중견기업부","5150","-100","-1.90","5300","5320","5140","103383","534405880","187144444050","36338727"
"250000","보라티알","KOSDAQ","중견기업부","15400","-300","-1.91","15700","15850","15250","50319","776695300","103961288200","6750733"
"002760","보락","KOSPI",,"2185","25","1.16","2160","2190","2145","397716","863258465","130881500000","59900000"
"003850","보령제약","KOSPI",,"21400","0","0.00","21600","21600","21050","398475","8482586100","1115368000000","52120000"
"006910","보성파워텍","KOSDAQ","중견기업부","2510","150","6.36","2365","2655","2365","10607572","26537755130","115643378090","46073059"
"000890","보해양조","KOSPI",,"1070","35","3.38","1035","1070","1020","2584366","2700030345","136370829110","127449373"
"226340","본느","KOSDAQ","벤처기업부","3380","245","7.81","3135","3440","3095","3344566","10987142215","103764634480","30699596"
"206950","볼빅","KONEX","일반기업부","4145","160","4.02","4145","4145","4145","1","4145","17339915285","4183333"
"003000","부광약품","KOSPI",,"24600","-650","-2.57","25100","25200","24250","1039072","25646822950","1595014258800","64837978"
"001270","부국증권","KOSPI",,"22000","150","0.69","21900","22000","21750","3779","82747400","228137492000","10369886"
"001275","부국증권우","KOSPI",,"19950","50","0.25","20200","20200","19950","531","10618550","59850000000","3000000"
"026940","부국철강","KOSPI",,"4085","15","0.37","4070","4090","4040","76757","311699665","81700000000","20000000"
"014470","부방","KOSDAQ","중견기업부","2750","-35","-1.26","2785","2835","2745","785954","2182050405","165143715000","60052260"
"015350","부산가스","KOSPI",,"57300","0","0.00","57300","59100","57100","1011","58204700","630300000000","11000000"
"011390","부산산업","KOSPI",,"126500","-1000","-0.78","127500","128500","125500","6300","796874500","133584000000","1056000"
"005030","부산주공","KOSPI",,"640","-17","-2.59","657","658","634","436852","281094745","36383690880","56849517"
"008470","부스타","KOSDAQ","우량기업부","6030","30","0.50","6050","6050","5910","32740","195784120","50680944000","8404800"
"338220","뷰노","KOSDAQ","기술성장기업부","26600","-600","-2.21","27200","27650","26200","219012","5841614600","288744835400","10855069"
"100120","뷰웍스","KOSDAQ","우량기업부","34200","-150","-0.44","34400","34400","33500","78264","2645094700","342063783000","10001865"
"337930","브랜드엑스코퍼레이션","KOSDAQ","중견기업부","11100","0","0.00","11150","11300","10950","115269","1279173850","211598944800","19062968"
"064480","브리지텍","KOSDAQ","벤처기업부","4145","130","3.24","4015","4190","4000","202086","833211410","49543112500","11952500"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","기술성장기업부","13150","-100","-0.75","13200","13400","13050","86997","1143760200","252232438100","19181174"
"251630","브이원텍","KOSDAQ","중견기업부","10700","-150","-1.38","10750","10750","10400","138574","1467756500","161041206000","15050580"
"018290","브이티지엠피","KOSDAQ","벤처기업부","8340","-10","-0.12","8400","8400","8250","164099","1364207670","284890405140","34159521"
"263920","블러썸엠앤씨","KOSDAQ","관리종목(소속부없음)","4555","0","0.00","0","0","0","0","0","62509048460","13723172"
"033560","블루콤","KOSDAQ","중견기업부","7200","70","0.98","7100","7200","7010","86847","617802830","130233938400","18088047"
"126340","비나텍","KOSDAQ","벤처기업부","42750","-50","-0.12","43050","43150","41600","24477","1032238300","209530575000","4901300"
"121800","비덴트","KOSDAQ","벤처기업부","12000","0","0.00","12250","12400","11900","3658330","44295223900","548085660000","45673805"
"148140","비디아이","KOSDAQ","중견기업부","9200","-320","-3.36","9550","9690","9110","956115","8921308050","187492366000","20379605"
"082800","비보존 헬스케어","KOSDAQ","중견기업부","1520","-115","-7.03","1585","1610","1510","4033336","6275790520","242804473200","159739785"
"318410","비비씨","KOSDAQ","중견기업부","19150","-50","-0.26","19150","19350","19050","25805","493847150","103480529450","5403683"
"002070","비비안","KOSPI",,"3370","0","0.00","3370","3385","3325","338526","1132555470","90099949300","26735890"
"100220","비상교육","KOSPI",,"6820","30","0.44","6790","6820","6740","12432","84279000","88637773620","12996741"
"200780","비씨월드제약","KOSDAQ","우량기업부","19700","2000","11.30","19050","21700","18250","2919034","58564435500","175179964800","8892384"
"141000","비아트론","KOSDAQ","우량기업부","11150","-200","-1.76","11450","11450","11150","199430","2246007700","135079016500","12114710"
"090460","비에이치","KOSDAQ","우량기업부","18750","100","0.54","18650","18750","18450","246168","4572950800","627612900000","33472688"
"083650","비에이치아이","KOSDAQ","중견기업부","3870","170","4.59","3710","3890","3645","501495","1907535145","100620000000","26000000"
"215050","비엔디생활건강","KONEX","일반기업부","1650","210","14.58","1440","1650","1440","40","59910","3500748900","2121666"
"086670","비엠티","KOSDAQ","우량기업부","11650","-100","-0.85","11750","11750","11400","70810","815140700","94907062850","8146529"
"335890","비올","KOSDAQ","벤처기업부","2225","10","0.45","2215","2270","2190","107062","237317535","121796500000","54740000"
"138580","비즈니스온","KOSDAQ","벤처기업부","19000","1100","6.15","18000","19000","17650","105754","1961224800","216152360000","11376440"
"082920","비츠로셀","KOSDAQ","우량기업부","15150","-200","-1.30","15050","15250","14900","98848","1488494500","326318152800","21539152"
"054220","비츠로시스","KOSDAQ","투자주의환기종목(소속부없음)","5930","0","0.00","0","0","0","0","0","127850669540","21559978"
"042370","비츠로테크","KOSDAQ","우량기업부","10100","-150","-1.46","10000","10150","9830","376377","3755744040","245197184900","24276949"
"030790","비케이탑스","KOSPI",,"12200","-200","-1.61","12600","12600","12000","114461","1401429600","160159757800","13127849"
"032850","비트컴퓨터","KOSDAQ","벤처기업부","9080","-70","-0.77","9140","9240","9030","256012","2332395130","150939500440","16623293"
"148780","비플라이소프트","KONEX","일반기업부","6700","-130","-1.90","6830","7600","6400","9504","64505470","31796324000","4745720"
"238200","비피도","KOSDAQ","기술성장기업부","24800","200","0.81","24900","25150","23900","90509","2225120200","101432000000","4090000"
"093190","빅솔론","KOSDAQ","우량기업부","4835","20","0.42","4815","4870","4810","17750","85715430","93020105675","19238905"
"065450","빅텍","KOSDAQ","중견기업부","7350","160","2.23","7250","7690","7210","10249398","76839765210","210598080000","28652800"
"210120","빅텐츠","KONEX","일반기업부","5890","190","3.33","5890","5890","5890","1","5890","11161550000","1895000"
"352820","빅히트","KOSPI",,"231000","12000","5.48","220000","234000","220000","387484","88784601500","8229088560000","35623760"
"005180","빙그레","KOSPI",,"57900","200","0.35","57600","58000","57600","16821","972621500","570386853900","9851241"
"072950","빛샘전자","KOSDAQ","벤처기업부","6710","-10","-0.15","6720","6720","6600","44025","293890290","41809063890","6230859"
"266170","뿌리깊은나무들","KONEX","일반기업부","1720","-65","-3.64","1700","1720","1700","6","10220","10015621920","5823036"
"143240","사람인에이치알","KOSDAQ","우량기업부","32450","50","0.15","31750","32750","31500","13997","449579200","378343084350","11659263"
"003960","사조대림","KOSPI",,"18150","550","3.13","17650","18250","17500","77283","1389223650","166335076050","9164467"
"008040","사조동아원","KOSPI",,"1270","55","4.53","1215","1285","1205","9026089","11376810585","179253642000","141144600"
"007160","사조산업","KOSPI",,"50100","3900","8.44","46300","53400","45500","247001","12242134400","250500000000","5000000"
"014710","사조씨푸드","KOSPI",,"5660","120","2.17","5540","5740","5520","523320","2948425020","97456953380","17218543"
"006090","사조오양","KOSPI",,"10600","150","1.44","10450","10750","10350","116381","1228815900","99881033400","9422739"
"100090","삼강엠앤티","KOSDAQ","우량기업부","18000","-200","-1.10","18200","18300","17500","356836","6343123950","639512388000","35528466"
"122350","삼기","KOSDAQ","우량기업부","4080","-110","-2.63","4195","4195","4040","675501","2763213395","156424866240","38339428"
"014970","삼륭물산","KOSDAQ","중견기업부","8160","70","0.87","8280","8280","8160","23374","191703300","123420000000","15125000"
"018310","삼목에스폼","KOSDAQ","우량기업부","11850","900","8.22","10900","11850","10550","149417","1681957850","174195000000","14700000"
"053700","삼보모터스","KOSDAQ","우량기업부","7200","-90","-1.23","7360","7400","7110","98766","713658600","123008702400","17084542"
"009620","삼보산업","KOSDAQ","중견기업부","1160","-15","-1.28","1185","1185","1145","981774","1139086510","44187005360","38092246"
"023600","삼보판지","KOSDAQ","우량기업부","13000","100","0.78","12900","13000","12750","83824","1081854700","210210000000","16170000"
"111870","삼본전자","KOSDAQ","중견기업부","1170","-20","-1.68","1185","1190","1150","498314","581289175","112930535250","96521825"
"001470","삼부토건","KOSPI",,"3575","75","2.14","3530","3630","3490","2528360","9014750855","491728265600","137546368"
"006400","삼성SDI","KOSPI",,"639000","-41000","-6.03","680000","680000","631000","863521","558798682378","43940534670000","68764530"
"006405","삼성SDI우","KOSPI",,"474000","-19000","-3.85","492500","493000","461000","18122","8596596500","766882704000","1617896"
"006660","삼성공조","KOSPI",,"8830","0","0.00","8830","8900","8790","30545","269880580","71755352620","8126314"
"028260","삼성물산","KOSPI",,"122000","-2000","-1.61","124500","124500","121000","462424","56360695000","22800223882000","186887081"
"02826K","삼성물산우B","KOSPI",,"114000","-2000","-1.72","116000","116500","113000","4120","471077000","185526450000","1627425"
"207940","삼성바이오로직스","KOSPI",,"719000","-14000","-1.91","734000","735000","714000","78695","56715876724","47572635000000","66165000"
"032830","삼성생명","KOSPI",,"79500","600","0.76","79000","79600","77900","262441","20667891800","15900000000000","200000000"
"291230","삼성스팩2호","KOSDAQ","SPAC(소속부없음)","2180","0","0.00","0","0","0","0","0","16459000000","7550000"
"018260","삼성에스디에스","KOSPI",,"189000","-1500","-0.79","190500","191500","187500","106640","20129062500","14624404200000","77377800"
"028050","삼성엔지니어링","KOSPI",,"13400","0","0.00","13400","13600","13250","1191179","15997419500","2626400000000","196000000"
"009150","삼성전기","KOSPI",,"194000","-3500","-1.77","196500","197500","191000","440713","85510073500","14490577024000","74693696"
"009155","삼성전기우","KOSPI",,"118000","0","0.00","118000","118000","115000","19529","2266784000","343024112000","2906984"
"005930","삼성전자","KOSPI",,"82300","-500","-0.60","82800","82900","82000","11625146","957444384952","491313103865000","5969782550"
"005935","삼성전자우","KOSPI",,"73500","-300","-0.41","74200","74200","73500","1129037","83144247800","60482172450000","822886700"
"001360","삼성제약","KOSPI",,"6470","-60","-0.92","6600","6620","6410","1089154","7060593090","432502464490","66847367"
"010140","삼성중공업","KOSPI",,"6500","-100","-1.52","6620","6620","6470","3204954","20868686070","4095000000000","630000000"
"010145","삼성중공우","KOSPI",,"320000","-28000","-8.05","326000","359500","316500","18937","6314824500","36750400000","114845"
"016360","삼성증권","KOSPI",,"38700","-350","-0.90","39000","39050","38450","286847","11096670050","3455910000000","89300000"
"068290","삼성출판사","KOSPI",,"48950","6050","14.10","43400","53900","42850","14234589","707794942100","489500000000","10000000"
"029780","삼성카드","KOSPI",,"34050","-150","-0.44","34100","34200","33700","67936","2299481450","3944995238550","115858891"
"000810","삼성화재","KOSPI",,"188000","-2000","-1.05","189500","191000","188000","171033","32296069972","8906469356000","47374837"
"000815","삼성화재우","KOSPI",,"143000","0","0.00","143000","143000","142000","4623","658467500","456456000000","3192000"
"006110","삼아알미늄","KOSPI",,"9950","-50","-0.50","10000","10050","9750","89514","879726510","109450000000","11000000"
"009300","삼아제약","KOSDAQ","우량기업부","15450","250","1.64","15100","15450","15000","9789","148612550","98416500000","6370000"
"145990","삼양사","KOSPI",,"58800","-300","-0.51","59500","59800","58300","24392","1436772200","606430801200","10313449"
"145995","삼양사우","KOSPI",,"41350","-50","-0.12","41400","41550","41200","485","20079350","15302394500","370070"
"003230","삼양식품","KOSPI",,"91100","300","0.33","91500","91600","90400","26149","2375467000","686257666500","7533015"
"225190","삼양옵틱스","KOSDAQ","우량기업부","9240","-10","-0.11","9250","9300","9200","16289","150564280","93256548000","10092700"
"002170","삼양통상","KOSPI",,"67000","-600","-0.89","67600","68000","66200","5231","349151700","201000000000","3000000"
"272550","삼양패키징","KOSPI",,"24350","550","2.31","23850","24550","23500","50312","1217610750","346008727400","14209804"
"000070","삼양홀딩스","KOSPI",,"91700","600","0.66","91200","91900","90500","16353","1490564700","785343650700","8564271"
"000075","삼양홀딩스우","KOSPI",,"59100","-500","-0.84","60000","60000","58500","1751","103096500","17969827800","304058"
"002810","삼영무역","KOSPI",,"14750","50","0.34","14700","14750","14550","13720","200871600","272387483000","18466948"
"054540","삼영엠텍","KOSDAQ","중견기업부","5260","130","2.53","5170","5340","5110","223437","1175041560","68380000000","13000000"
"065570","삼영이엔씨","KOSDAQ","중견기업부","6830","-350","-4.87","7200","7550","6690","333595","2318599960","65551621660","9597602"
"005680","삼영전자","KOSPI",,"10750","50","0.47","10700","11000","10550","72639","785796900","215000000000","20000000"
"003720","삼영화학","KOSPI",,"2720","-30","-1.09","2800","2800","2690","117403","319678035","92480000000","34000000"
"023000","삼원강재","KOSPI",,"3510","-65","-1.82","3575","3575","3490","162901","574698380","140400000000","40000000"
"004380","삼익THK","KOSPI",,"12800","-50","-0.39","12950","12950","12650","19772","252183950","268800000000","21000000"
"002450","삼익악기","KOSPI",,"1665","85","5.38","1595","1665","1590","1441452","2353081095","150733973475","90530915"
"032280","삼일","KOSDAQ","중견기업부","2185","-10","-0.46","2195","2205","2180","65014","142579635","35426694150","16213590"
"002290","삼일기업공사","KOSDAQ","중견기업부","4725","-15","-0.32","4740","4800","4650","147206","695849320","58590000000","12400000"
"004440","삼일씨엔에스","KOSPI",,"12900","-350","-2.64","13300","13300","12800","32126","415243400","164242116300","12731947"
"000520","삼일제약","KOSPI",,"20650","150","0.73","20600","20650","20300","18639","382185700","138249602400","6694896"
"009770","삼정펄프","KOSPI",,"29300","-400","-1.35","29700","29800","29250","6472","190553800","73249150300","2499971"
"037460","삼지전자","KOSDAQ","벤처기업부","13950","0","0.00","13900","14050","13700","132668","1837511700","227643381900","16318522"
"032750","삼진","KOSDAQ","우량기업부","11300","-100","-0.88","11400","11500","11150","43947","496229150","67800000000","6000000"
"054090","삼진엘앤디","KOSDAQ","벤처기업부","4025","-25","-0.62","4105","4335","4020","4462331","18530283285","100460908800","24959232"
"005500","삼진제약","KOSPI",,"24700","350","1.44","24400","24700","24300","29377","718308750","343330000000","13900000"
"000250","삼천당제약","KOSDAQ","우량기업부","58200","500","0.87","58100","58700","56900","131815","7629051500","1325099986200","22768041"
"004690","삼천리","KOSPI",,"82200","300","0.37","82100","82300","81000","13764","1125452700","333323055000","4055025"
"024950","삼천리자전거","KOSDAQ","중견기업부","12500","100","0.81","12500","12600","12050","247847","3074156250","165919712500","13273577"
"038500","삼표시멘트","KOSDAQ","우량기업부","4860","45","0.93","4800","4975","4730","1177232","5686122405","521755860780","107357173"
"017480","삼현철강","KOSDAQ","우량기업부","4845","-85","-1.72","4970","4970","4800","233148","1130269690","76080502050","15702890"
"010960","삼호개발","KOSPI",,"4670","5","0.11","4665","4720","4620","135835","632992605","116750000000","25000000"
"046390","삼화네트웍스","KOSDAQ","벤처기업부","4650","-245","-5.01","4895","4970","4600","1293325","6204618925","200754138450","43172933"
"004450","삼화왕관","KOSPI",,"37750","50","0.13","37800","38000","37600","176","6649650","81327807250","2154379"
"009470","삼화전기","KOSPI",,"22550","200","0.89","22200","22650","22100","76097","1701083600","149141641000","6613820"
"011230","삼화전자","KOSPI",,"3765","-5","-0.13","3770","3825","3740","25342","95916255","39374144100","10457940"
"001820","삼화콘덴서","KOSPI",,"69000","400","0.58","69100","69200","67600","85208","5821553700","717255000000","10395000"
"000390","삼화페인트","KOSPI",,"12150","200","1.67","12300","13250","12050","1026927","12975252750","328586458950","27044153"
"027580","상보","KOSDAQ","중견기업부","1785","-5","-0.28","1770","1815","1735","916112","1628987320","83570624445","46818277"
"038540","상상인","KOSDAQ","우량기업부","6520","0","0.00","6460","6580","6440","118905","770015020","360740600760","55328313"
"307870","상상인이안1호스팩","KOSDAQ","SPAC(소속부없음)","2055","-5","-0.24","2050","2060","2040","1272","2611110","9761250000","4750000"
