"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 07월 28일","3,218.4","3,234.3","3,243.7","3,216.2","-","-0.65%"
"2020년 07월 27일","3,239.4","3,219.8","3,241.4","3,214.3","-","0.74%"
"2020년 07월 24일","3,215.6","3,218.6","3,227.3","3,200.1","-","-0.62%"
"2020년 07월 23일","3,235.7","3,271.6","3,280.0","3,222.7","-","-1.23%"
"2020년 07월 22일","3,276.0","3,254.9","3,279.3","3,253.1","-","0.57%"
"2020년 07월 21일","3,257.3","3,268.5","3,277.3","3,247.8","-","0.17%"
"2020년 07월 20일","3,251.8","3,224.3","3,258.6","3,215.2","-","0.84%"
"2020년 07월 17일","3,224.7","3,224.2","3,233.5","3,205.6","-","0.28%"
"2020년 07월 16일","3,215.6","3,208.4","3,220.4","3,198.6","-","-0.34%"
"2020년 07월 15일","3,226.6","3,226.0","3,238.3","3,200.8","-","0.91%"
"2020년 07월 14일","3,197.5","3,141.1","3,200.9","3,127.7","-","1.34%"
"2020년 07월 13일","3,155.2","3,205.1","3,235.3","3,149.4","-","-0.94%"
"2020년 07월 10일","3,185.0","3,152.5","3,186.8","3,136.2","-","1.05%"
"2020년 07월 09일","3,152.1","3,176.2","3,179.8","3,115.7","-","-0.56%"
"2020년 07월 08일","3,169.9","3,153.1","3,171.8","3,136.5","-","0.78%"
"2020년 07월 07일","3,145.3","3,166.4","3,184.1","3,142.9","-","-1.08%"
"2020년 07월 06일","3,179.7","3,155.3","3,182.6","3,155.3","-","2.06%"
"2020년 07월 03일","3,115.6","3,126.6","3,138.6","3,105.8","-","-0.46%"
"2020년 07월 02일","3,130.0","3,143.6","3,165.8","3,124.5","-","0.45%"
"2020년 07월 01일","3,115.9","3,105.9","3,128.4","3,101.2","-","0.50%"
"2020년 06월 30일","3,100.3","3,050.2","3,111.5","3,047.8","-","1.54%"
"2020년 06월 29일","3,053.2","3,018.6","3,053.9","2,999.7","-","1.47%"
"2020년 06월 26일","3,009.1","3,073.2","3,073.7","3,004.6","-","-2.42%"
"2020년 06월 25일","3,083.8","3,046.6","3,086.3","3,024.0","-","1.10%"
"2020년 06월 24일","3,050.3","3,114.4","3,115.0","3,032.1","-","-2.59%"
"2020년 06월 23일","3,131.3","3,138.7","3,154.9","3,127.1","-","0.43%"
"2020년 06월 22일","3,117.9","3,094.4","3,120.9","3,079.4","-","0.65%"
"2020년 06월 19일","3,097.7","3,140.3","3,155.5","3,083.1","-","-0.56%"
"2020년 06월 18일","3,115.3","3,101.6","3,120.0","3,093.5","-","0.06%"
"2020년 06월 17일","3,113.5","3,136.1","3,141.2","3,108.0","-","-0.36%"
"2020년 06월 16일","3,124.7","3,131.0","3,153.4","3,076.1","-","1.90%"
"2020년 06월 15일","3,066.6","2,993.8","3,079.8","2,965.7","-","0.83%"
"2020년 06월 12일","3,041.3","3,071.0","3,088.4","2,984.5","-","1.31%"
"2020년 06월 11일","3,002.1","3,123.5","3,123.5","2,999.5","-","-5.89%"
"2020년 06월 10일","3,190.1","3,213.4","3,223.3","3,181.5","-","-0.53%"
"2020년 06월 09일","3,207.2","3,213.3","3,222.7","3,193.1","-","-0.78%"
"2020년 06월 08일","3,232.4","3,199.9","3,233.1","3,196.0","-","1.20%"
"2020년 06월 05일","3,193.9","3,163.8","3,211.7","3,163.8","-","2.62%"
"2020년 06월 04일","3,112.4","3,111.6","3,128.9","3,090.4","-","-0.34%"
"2020년 06월 03일","3,122.9","3,098.9","3,130.9","3,098.9","-","1.36%"
"2020년 06월 02일","3,080.8","3,064.8","3,081.1","3,051.6","-","0.82%"
"2020년 06월 01일","3,055.7","3,038.8","3,062.2","3,031.5","-","0.38%"
"2020년 05월 29일","3,044.3","3,025.2","3,049.2","2,998.6","-","0.48%"
"2020년 05월 28일","3,029.7","3,046.6","3,068.7","3,023.4","-","-0.21%"
"2020년 05월 27일","3,036.1","3,015.6","3,036.3","2,969.8","-","1.48%"
"2020년 05월 26일","2,991.8","3,004.1","3,021.7","2,988.2","-","0.32%"
"2020년 05월 25일","2,982.1","2,967.4","2,989.9","2,954.4","-","0.51%"
"2020년 05월 24일","2,967.1","2,947.9","2,968.6","2,947.9","-","0.39%"
"2020년 05월 22일","2,955.4","2,948.1","2,956.8","2,933.6","-","0.24%"
"2020년 05월 21일","2,948.5","2,969.9","2,978.5","2,938.6","-","-0.78%"
"2020년 05월 20일","2,971.6","2,953.6","2,980.3","2,953.6","-","1.67%"
"2020년 05월 19일","2,922.9","2,948.6","2,964.2","2,922.4","-","-1.05%"
"2020년 05월 18일","2,953.9","2,913.9","2,968.1","2,913.9","-","3.15%"
"2020년 05월 15일","2,863.7","2,829.9","2,865.0","2,816.8","-","0.39%"
"2020년 05월 14일","2,852.5","2,794.5","2,852.8","2,766.6","-","1.15%"
"2020년 05월 13일","2,820.0","2,865.9","2,874.1","2,793.1","-","-1.75%"
"2020년 05월 12일","2,870.1","2,939.5","2,945.8","2,869.6","-","-2.05%"
"2020년 05월 11일","2,930.3","2,915.5","2,944.3","2,903.4","-","0.02%"
"2020년 05월 08일","2,929.8","2,908.8","2,932.2","2,902.9","-","1.69%"
"2020년 05월 07일","2,881.2","2,878.3","2,901.9","2,876.5","-","1.15%"
"2020년 05월 06일","2,848.4","2,883.1","2,891.1","2,847.6","-","-0.70%"
"2020년 05월 05일","2,868.4","2,868.9","2,898.2","2,863.6","-","0.90%"
"2020년 05월 04일","2,842.7","2,815.0","2,844.2","2,797.9","-","0.42%"
"2020년 05월 01일","2,830.7","2,869.1","2,869.1","2,821.6","-","-2.81%"
"2020년 04월 30일","2,912.4","2,930.9","2,930.9","2,892.5","-","-0.92%"
"2020년 04월 29일","2,939.5","2,918.5","2,954.9","2,912.2","-","2.66%"
"2020년 04월 28일","2,863.4","2,910.0","2,921.1","2,860.7","-","-0.52%"
"2020년 04월 27일","2,878.5","2,854.6","2,887.7","2,852.9","-","1.47%"
"2020년 04월 24일","2,836.7","2,812.6","2,842.7","2,791.8","-","1.39%"
"2020년 04월 23일","2,797.8","2,810.4","2,844.9","2,794.3","-","-0.05%"
"2020년 04월 22일","2,799.3","2,787.9","2,815.1","2,775.9","-","2.29%"
"2020년 04월 21일","2,736.6","2,784.8","2,785.5","2,727.1","-","-3.07%"
"2020년 04월 20일","2,823.2","2,845.6","2,869.0","2,820.4","-","-1.79%"
"2020년 04월 17일","2,874.6","2,842.4","2,879.2","2,830.9","-","2.68%"
"2020년 04월 16일","2,799.6","2,799.3","2,806.5","2,764.3","-","0.58%"
"2020년 04월 15일","2,783.4","2,795.6","2,801.9","2,761.5","-","-2.20%"
"2020년 04월 14일","2,846.1","2,805.1","2,851.9","2,805.1","-","3.06%"
"2020년 04월 13일","2,761.6","2,782.5","2,782.5","2,721.2","-","-0.92%"
"2020년 04월 10일","2,787.3","2,787.3","2,787.3","2,787.3","-","-0.09%"
"2020년 04월 09일","2,789.8","2,777.0","2,818.6","2,762.4","-","1.45%"
"2020년 04월 08일","2,750.0","2,685.0","2,760.8","2,663.3","-","3.41%"
"2020년 04월 07일","2,659.4","2,738.6","2,756.9","2,657.7","-","-0.16%"
"2020년 04월 06일","2,663.7","2,578.3","2,676.9","2,574.6","-","7.03%"
"2020년 04월 03일","2,488.6","2,514.9","2,538.2","2,460.0","-","-1.51%"
"2020년 04월 02일","2,526.9","2,458.5","2,533.2","2,455.8","-","2.28%"
"2020년 04월 01일","2,470.5","2,498.1","2,522.8","2,447.5","-","-4.41%"
"2020년 03월 31일","2,584.6","2,614.7","2,641.4","2,571.1","-","-1.60%"
"2020년 03월 30일","2,626.6","2,559.0","2,631.8","2,545.3","-","3.35%"
"2020년 03월 27일","2,541.5","2,555.9","2,615.9","2,520.0","-","-3.37%"
"2020년 03월 26일","2,630.1","2,501.3","2,637.0","2,500.7","-","6.24%"
"2020년 03월 25일","2,475.6","2,457.8","2,571.4","2,407.5","-","1.15%"
"2020년 03월 24일","2,447.3","2,344.4","2,449.7","2,344.4","-","9.38%"
"2020년 03월 23일","2,237.4","2,290.7","2,300.7","2,191.9","-","-2.93%"
"2020년 03월 20일","2,304.9","2,431.9","2,453.0","2,295.6","-","-4.34%"
"2020년 03월 19일","2,409.4","2,393.5","2,467.0","2,319.8","-","0.47%"
"2020년 03월 18일","2,398.1","2,436.5","2,453.6","2,280.5","-","-5.18%"
"2020년 03월 17일","2,529.2","2,425.7","2,553.9","2,367.0","-","6.00%"
"2020년 03월 16일","2,386.1","2,508.6","2,563.0","2,380.9","-","-11.98%"
"2020년 03월 13일","2,711.0","2,570.0","2,711.3","2,492.4","-","9.29%"
"2020년 03월 12일","2,480.6","2,630.9","2,660.9","2,478.9","-","-9.51%"
"2020년 03월 11일","2,741.4","2,825.6","2,825.6","2,707.2","-","-4.89%"
"2020년 03월 10일","2,882.2","2,813.5","2,882.6","2,734.0","-","4.94%"
"2020년 03월 09일","2,746.6","2,863.9","2,863.9","2,734.4","-","-7.60%"
"2020년 03월 06일","2,972.4","2,954.2","2,985.9","2,901.5","-","-1.71%"
"2020년 03월 05일","3,023.9","3,075.7","3,083.0","2,999.8","-","-3.39%"
"2020년 03월 04일","3,130.1","3,045.8","3,131.0","3,034.4","-","4.22%"
"2020년 03월 03일","3,003.4","3,096.5","3,136.7","2,976.6","-","-2.81%"
"2020년 03월 02일","3,090.2","2,974.3","3,091.0","2,945.2","-","4.60%"
"2020년 02월 28일","2,954.2","2,916.9","2,959.7","2,855.8","-","-0.82%"
"2020년 02월 27일","2,978.8","3,062.5","3,097.1","2,977.4","-","-4.42%"
"2020년 02월 26일","3,116.4","3,139.9","3,182.5","3,109.0","-","-0.38%"
"2020년 02월 25일","3,128.2","3,238.9","3,247.0","3,118.8","-","-3.03%"
"2020년 02월 24일","3,225.9","3,257.6","3,259.8","3,214.6","-","-3.35%"
"2020년 02월 21일","3,337.8","3,360.5","3,360.8","3,328.4","-","-1.05%"
"2020년 02월 20일","3,373.2","3,380.4","3,389.1","3,341.0","-","-0.38%"
"2020년 02월 19일","3,386.1","3,380.4","3,393.5","3,378.8","-","0.47%"
"2020년 02월 18일","3,370.3","3,369.0","3,375.0","3,355.6","-","-0.17%"
"2020년 02월 17일","3,376.0","3,387.6","3,392.4","3,372.1","-","-0.34%"
"2020년 02월 16일","3,387.4","3,382.6","3,389.4","3,382.6","-","0.21%"
"2020년 02월 14일","3,380.2","3,378.1","3,380.7","3,366.1","-","0.18%"
"2020년 02월 13일","3,373.9","3,365.9","3,385.1","3,360.5","-","-0.16%"
"2020년 02월 12일","3,379.4","3,370.5","3,381.5","3,369.7","-","0.65%"
"2020년 02월 11일","3,357.8","3,365.9","3,375.6","3,352.7","-","0.17%"
"2020년 02월 10일","3,352.1","3,318.3","3,352.3","3,317.8","-","0.73%"
"2020년 02월 07일","3,327.7","3,335.5","3,341.4","3,322.1","-","-0.54%"
"2020년 02월 06일","3,345.8","3,344.9","3,348.0","3,334.4","-","0.33%"
"2020년 02월 05일","3,334.7","3,324.9","3,337.6","3,313.8","-","1.13%"
"2020년 02월 04일","3,297.6","3,280.6","3,306.9","3,280.6","-","1.50%"
"2020년 02월 03일","3,248.9","3,235.7","3,268.4","3,235.7","-","0.73%"
"2020년 01월 31일","3,225.5","3,282.3","3,282.3","3,214.7","-","-1.77%"
"2020년 01월 30일","3,283.7","3,256.4","3,285.9","3,242.8","-","0.31%"
"2020년 01월 29일","3,273.4","3,289.5","3,293.5","3,271.9","-","-0.09%"
"2020년 01월 28일","3,276.2","3,255.4","3,285.8","3,253.2","-","1.01%"
"2020년 01월 27일","3,243.6","3,247.2","3,258.9","3,234.5","-","-1.57%"
"2020년 01월 24일","3,295.5","3,333.1","3,333.2","3,281.5","-","-0.90%"
"2020년 01월 23일","3,325.5","3,315.8","3,326.9","3,301.9","-","0.11%"
"2020년 01월 22일","3,321.8","3,330.0","3,337.8","3,320.0","-","0.03%"
"2020년 01월 21일","3,320.8","3,321.0","3,329.8","3,316.6","-","-0.06%"
"2020년 01월 20일","3,322.9","3,327.9","3,328.4","3,318.6","-","-0.20%"
"2020년 01월 17일","3,329.6","3,323.7","3,329.9","3,318.9","-","0.39%"
"2020년 01월 16일","3,316.8","3,303.0","3,317.1","3,302.8","-","0.84%"
"2020년 01월 15일","3,289.3","3,282.3","3,298.7","3,280.7","-","0.19%"
"2020년 01월 14일","3,283.1","3,285.4","3,294.3","3,277.2","-","-0.15%"
"2020년 01월 13일","3,288.1","3,271.1","3,288.1","3,268.4","-","0.70%"
"2020년 01월 10일","3,265.4","3,281.8","3,283.0","3,260.9","-","-0.29%"
"2020년 01월 09일","3,274.7","3,266.0","3,275.6","3,263.7","-","0.67%"
"2020년 01월 08일","3,253.1","3,238.6","3,267.1","3,236.7","-","0.49%"
"2020년 01월 07일","3,237.2","3,241.9","3,244.9","3,232.4","-","-0.28%"
"2020년 01월 06일","3,246.3","3,217.6","3,246.8","3,214.6","-","0.35%"
"2020년 01월 03일","3,234.9","3,226.4","3,246.1","3,222.3","-","-0.71%"
"2020년 01월 02일","3,257.9","3,244.7","3,258.1","3,235.5","-","0.62%"
"2020년 01월 01일","3,237.6","3,236.0","3,240.6","3,234.9","-","0.21%"
"2019년 12월 31일","3,230.8","3,215.2","3,231.7","3,212.0","-","0.29%"
"2019년 12월 30일","3,221.3","3,240.1","3,240.9","3,216.6","-","-0.58%"
"2019년 12월 27일","3,240.0","3,247.2","3,247.9","3,234.4","-","0.00%"
"2019년 12월 26일","3,239.9","3,227.2","3,240.1","3,227.2","-","0.39%"
"2019년 12월 25일","3,227.4","3,226.3","3,228.1","3,226.3","-","0.12%"
"2019년 12월 24일","3,223.4","3,225.4","3,226.4","3,220.5","-","-0.02%"
"2019년 12월 23일","3,224.0","3,226.1","3,227.8","3,222.3","-","0.09%"
"2019년 12월 20일","3,221.2","3,223.3","3,225.6","3,216.0","-","0.49%"
"2019년 12월 19일","3,205.4","3,192.3","3,205.5","3,192.3","-","0.45%"
"2019년 12월 18일","3,191.1","3,195.2","3,198.5","3,191.1","-","-0.04%"
"2019년 12월 17일","3,192.5","3,195.4","3,198.2","3,191.0","-","0.03%"
"2019년 12월 16일","3,191.4","3,183.6","3,197.7","3,183.6","-","0.71%"
"2019년 12월 13일","3,168.8","3,166.6","3,182.7","3,156.5","-","0.01%"
"2019년 12월 12일","3,168.6","3,141.2","3,176.3","3,138.5","-","0.86%"
"2019년 12월 11일","3,141.6","3,135.8","3,144.0","3,133.2","-","0.29%"
"2019년 12월 10일","3,132.5","3,135.4","3,142.1","3,126.1","-","-0.11%"
"2019년 12월 09일","3,136.0","3,141.9","3,148.9","3,135.5","-","-0.32%"
"2019년 12월 06일","3,145.9","3,134.6","3,150.6","3,134.6","-","0.91%"
"2019년 12월 05일","3,117.4","3,119.2","3,119.4","3,103.8","-","0.15%"
"2019년 12월 04일","3,112.8","3,103.5","3,119.4","3,102.5","-","0.63%"
"2019년 12월 03일","3,093.2","3,087.4","3,095.0","3,070.3","-","-0.66%"
"2019년 12월 02일","3,113.9","3,143.9","3,144.3","3,110.8","-","-0.86%"
"2019년 11월 29일","3,141.0","3,147.2","3,150.3","3,139.3","-","-0.32%"
"2019년 11월 28일","3,151.1","3,144.6","3,151.6","3,142.0","-","-0.08%"
"2019년 11월 27일","3,153.6","3,145.5","3,154.3","3,143.4","-","0.42%"
"2019년 11월 26일","3,140.5","3,134.9","3,142.7","3,131.0","-","0.22%"
"2019년 11월 25일","3,133.6","3,117.4","3,133.8","3,117.4","-","0.75%"
"2019년 11월 22일","3,110.3","3,111.4","3,112.9","3,099.3","-","0.22%"
"2019년 11월 21일","3,103.5","3,108.5","3,110.1","3,094.6","-","-0.16%"
"2019년 11월 20일","3,108.5","3,114.7","3,119.0","3,091.4","-","-0.38%"
"2019년 11월 19일","3,120.2","3,127.4","3,127.6","3,113.5","-","-0.06%"
"2019년 11월 18일","3,122.0","3,117.9","3,124.2","3,112.1","-","0.05%"
"2019년 11월 15일","3,120.5","3,107.9","3,120.5","3,104.6","-","0.77%"
"2019년 11월 14일","3,096.6","3,090.8","3,098.2","3,083.3","-","0.08%"
"2019년 11월 13일","3,094.0","3,084.2","3,098.1","3,078.8","-","0.07%"
"2019년 11월 12일","3,091.8","3,089.3","3,102.6","3,084.7","-","0.16%"
"2019년 11월 11일","3,087.0","3,080.3","3,088.3","3,075.8","-","-0.20%"
"2019년 11월 08일","3,093.1","3,081.3","3,093.1","3,073.6","-","0.26%"
"2019년 11월 07일","3,085.2","3,087.0","3,097.8","3,080.2","-","0.27%"
"2019년 11월 06일","3,076.8","3,075.1","3,078.3","3,065.9","-","0.07%"
"2019년 11월 05일","3,074.6","3,080.8","3,083.9","3,072.1","-","-0.12%"
"2019년 11월 04일","3,078.3","3,079.0","3,085.2","3,074.9","-","0.37%"
"2019년 11월 01일","3,066.9","3,050.7","3,066.9","3,050.7","-","0.97%"
"2019년 10월 31일","3,037.6","3,046.9","3,046.9","3,023.2","-","-0.30%"
"2019년 10월 30일","3,046.8","3,039.7","3,050.1","3,026.0","-","0.33%"
"2019년 10월 29일","3,036.9","3,035.4","3,047.9","3,034.8","-","-0.08%"
"2019년 10월 28일","3,039.4","3,032.1","3,044.1","3,032.1","-","0.56%"
"2019년 10월 25일","3,022.6","3,003.3","3,027.4","3,001.9","-","0.41%"
"2019년 10월 24일","3,010.3","3,014.8","3,016.1","3,000.4","-","0.19%"
"2019년 10월 23일","3,004.5","2,994.0","3,004.8","2,991.2","-","0.28%"
"2019년 10월 22일","2,996.0","3,010.7","3,014.6","2,995.0","-","-0.36%"
"2019년 10월 21일","3,006.7","2,996.5","3,007.3","2,995.4","-","0.69%"
"2019년 10월 18일","2,986.2","2,996.8","3,000.0","2,976.3","-","-0.39%"
"2019년 10월 17일","2,997.9","3,000.8","3,008.3","2,991.8","-","0.28%"
"2019년 10월 16일","2,989.7","2,989.7","2,997.5","2,985.2","-","-0.20%"
"2019년 10월 15일","2,995.7","2,973.6","3,003.3","2,973.6","-","1.00%"
"2019년 10월 14일","2,966.1","2,965.8","2,972.8","2,962.9","-","-0.14%"
"2019년 10월 11일","2,970.3","2,963.1","2,993.3","2,963.1","-","1.09%"
"2019년 10월 10일","2,938.1","2,918.6","2,948.5","2,917.1","-","0.64%"
"2019년 10월 09일","2,919.4","2,911.1","2,929.3","2,907.4","-","0.91%"
"2019년 10월 08일","2,893.1","2,920.4","2,925.5","2,892.7","-","-1.56%"
"2019년 10월 07일","2,938.8","2,944.2","2,959.8","2,935.7","-","-0.45%"
"2019년 10월 04일","2,952.0","2,918.6","2,953.7","2,918.6","-","1.42%"
"2019년 10월 03일","2,910.6","2,885.4","2,911.1","2,855.9","-","0.80%"
"2019년 10월 02일","2,887.6","2,924.8","2,924.8","2,874.9","-","-1.79%"
"2019년 10월 01일","2,940.3","2,983.7","2,992.5","2,938.7","-","-1.23%"
"2019년 09월 30일","2,976.7","2,967.1","2,983.9","2,967.1","-","0.50%"
"2019년 09월 27일","2,961.8","2,985.5","2,987.3","2,945.5","-","-0.53%"
"2019년 09월 26일","2,977.6","2,985.7","2,987.3","2,963.7","-","-0.24%"
"2019년 09월 25일","2,984.9","2,968.4","2,989.8","2,952.9","-","0.62%"
"2019년 09월 24일","2,966.6","3,002.4","3,008.0","2,957.7","-","-0.84%"
"2019년 09월 23일","2,991.8","2,983.5","2,999.1","2,982.2","-","-0.01%"
"2019년 09월 20일","2,992.1","3,008.4","3,016.4","2,984.7","-","-0.49%"
"2019년 09월 19일","3,006.8","3,010.4","3,022.0","3,003.2","-","0.00%"
"2019년 09월 18일","3,006.7","3,001.5","3,007.8","2,978.6","-","0.03%"
"2019년 09월 17일","3,005.7","2,995.7","3,006.2","2,993.7","-","0.26%"
"2019년 09월 16일","2,998.0","2,996.4","3,002.2","2,990.7","-","-0.31%"
"2019년 09월 13일","3,007.4","3,012.2","3,017.3","3,002.9","-","-0.07%"
"2019년 09월 12일","3,009.6","3,009.1","3,020.7","3,000.9","-","0.29%"
"2019년 09월 11일","3,000.9","2,981.4","3,000.9","2,975.3","-","0.72%"
"2019년 09월 10일","2,979.4","2,971.0","2,979.4","2,957.0","-","0.03%"
"2019년 09월 09일","2,978.4","2,988.4","2,989.4","2,969.4","-","-0.01%"
"2019년 09월 06일","2,978.7","2,980.3","2,985.0","2,972.5","-","0.09%"
"2019년 09월 05일","2,976.0","2,960.6","2,985.9","2,960.6","-","1.30%"
"2019년 09월 04일","2,937.8","2,924.7","2,938.8","2,921.9","-","1.08%"
"2019년 09월 03일","2,906.3","2,909.0","2,914.4","2,891.9","-","0.12%"
"2019년 09월 02일","2,902.9","2,909.1","2,926.5","2,890.5","-","-0.21%"
"2019년 09월 01일","2,908.9","2,923.5","2,923.5","2,893.8","-","-0.60%"
"2019년 08월 30일","2,926.5","2,937.1","2,940.4","2,913.3","-","0.06%"
"2019년 08월 29일","2,924.6","2,910.4","2,930.5","2,905.7","-","1.27%"
"2019년 08월 28일","2,887.9","2,861.3","2,890.0","2,853.1","-","0.65%"
"2019년 08월 27일","2,869.2","2,893.1","2,898.8","2,860.6","-","-0.32%"
"2019년 08월 26일","2,878.4","2,866.7","2,879.3","2,856.0","-","1.10%"
"2019년 08월 23일","2,847.1","2,911.1","2,927.0","2,835.0","-","-2.59%"
"2019년 08월 22일","2,922.9","2,930.9","2,939.1","2,904.5","-","-0.05%"
"2019년 08월 21일","2,924.4","2,922.0","2,928.7","2,917.9","-","0.82%"
"2019년 08월 20일","2,900.5","2,919.0","2,923.6","2,899.6","-","-0.79%"
"2019년 08월 19일","2,923.6","2,913.5","2,931.0","2,913.5","-","1.21%"
"2019년 08월 16일","2,888.7","2,864.7","2,893.6","2,864.7","-","1.44%"
"2019년 08월 15일","2,847.6","2,846.2","2,856.7","2,825.5","-","0.25%"
"2019년 08월 14일","2,840.6","2,894.1","2,894.1","2,839.6","-","-2.93%"
"2019년 08월 13일","2,926.3","2,880.7","2,943.3","2,877.1","-","1.48%"
"2019년 08월 12일","2,883.8","2,907.1","2,907.6","2,873.1","-","-1.20%"
"2019년 08월 09일","2,918.6","2,930.5","2,935.8","2,900.1","-","-0.66%"
"2019년 08월 08일","2,938.1","2,896.2","2,938.7","2,894.5","-","1.88%"
"2019년 08월 07일","2,884.0","2,858.6","2,892.2","2,825.7","-","0.08%"
"2019년 08월 06일","2,881.8","2,861.2","2,884.4","2,847.4","-","1.30%"
"2019년 08월 05일","2,844.7","2,898.1","2,898.1","2,822.1","-","-2.98%"
"2019년 08월 02일","2,932.1","2,943.9","2,945.5","2,914.1","-","-0.73%"
"2019년 08월 01일","2,953.6","2,980.3","3,013.6","2,945.2","-","-0.90%"
"2019년 07월 31일","2,980.4","3,016.2","3,017.4","2,958.1","-","-1.09%"
"2019년 07월 30일","3,013.2","3,007.7","3,017.2","3,000.9","-","-0.26%"
"2019년 07월 29일","3,021.0","3,024.5","3,025.6","3,014.3","-","-0.16%"
"2019년 07월 26일","3,025.9","3,013.3","3,028.0","3,012.6","-","0.74%"
"2019년 07월 25일","3,003.7","3,016.3","3,016.3","2,997.2","-","-0.53%"
"2019년 07월 24일","3,019.6","2,998.8","3,019.6","2,996.8","-","0.47%"
"2019년 07월 23일","3,005.5","2,994.7","3,005.9","2,988.6","-","0.68%"
"2019년 07월 22일","2,985.0","2,981.9","2,990.7","2,976.6","-","0.28%"
"2019년 07월 19일","2,976.6","3,004.3","3,006.0","2,975.9","-","-0.62%"
"2019년 07월 18일","2,995.1","2,978.9","2,998.3","2,973.1","-","0.36%"
"2019년 07월 17일","2,984.4","3,005.1","3,005.3","2,984.3","-","-0.65%"
"2019년 07월 16일","3,004.0","3,012.1","3,015.0","3,001.1","-","-0.34%"
"2019년 07월 15일","3,014.3","3,017.8","3,017.8","3,008.8","-","0.02%"
"2019년 07월 12일","3,013.8","3,003.4","3,013.9","3,001.9","-","0.46%"
"2019년 07월 11일","2,999.9","2,999.6","3,002.3","2,988.8","-","0.23%"
"2019년 07월 10일","2,993.1","2,989.3","3,003.0","2,984.6","-","0.45%"
"2019년 07월 09일","2,979.6","2,965.5","2,981.9","2,963.4","-","0.12%"
"2019년 07월 08일","2,975.9","2,979.8","2,980.8","2,970.1","-","-0.48%"
"2019년 07월 05일","2,990.4","2,984.3","2,994.0","2,968.0","-","-0.41%"
"2019년 07월 04일","3,002.6","2,999.4","3,003.6","2,997.4","-","0.23%"
"2019년 07월 03일","2,995.8","2,978.1","2,995.8","2,978.0","-","0.77%"
